P2_cm KV1-5 6302
P0_Ab HV3-48 6375
P0_Ab KV1-12 6463
P2_wt HV1-46 6513
P3_cm KV3-11 6675
P2_cm KV4-1 6691
P2_cm HV1-46 6887
P3_wt LV6-57 6952
P2_cm HV3-73 6972
P2_cm LV1-40 6983
P2_wt LV6-57 7190
P2_cm KV1-33 7208
P3_wt LV2-5 7428
P3_wt HV4-39 7529
P2_wt HV4-30-4 7531
P0_Ab KV1-27 7537
P3_cm KV1-33 7855
P2_cm HV4-59 7894
P3_cm HV1-2 7932
P0_Ab LV1-40 8135
P2_wt KV3-11 8178
P0_Ab HV7-4-1 8327
P2_cm LV6-57 8392
P0_Ab HV4-34 8458
P3_cm HV3-74 8520
P3_cm HV3-73 8543
P3_cm HV4-4 8681
P2_wt HV4-4 8685
P3_wt HV4-30-4 8758
P3_wt HV3-7 8778
P0_Ab KV3-20 8783
P3_wt HV3-48 8856
P3_cm LV2-5 9060
P2_wt HV1-18 9065
P2_cm HV4-4 9114
P2_cm HV4-39 9175
P0_Ab HV3-74 9190
P2_cm HV1-18 9192
P0_Ab KV1-33 9310
P2_cm KV3-11 9340
P0_Ab LV3-21 9459
P0_Ab HV3-7 9482
P3_wt HV3-74 9488
P3_wt HV3-9 9917
P2_wt HV4-59 10006
P2_cm HV4-61 10045
P3_wt HV1-2 10064
P2_wt HV3-9 10076
P0_Ab HV4-4 10109
P2_wt HV4-39 10530
P3_cm HV3-9 10560
P3_wt HV4-4 10747
P3_wt HV4-59 10822
P0_Ab LV1-47 10866
P0_Ab KV3-11 11185
P3_cm HV4-61 11301
P3_wt HV3-73 11315
P0_Ab KV4-1 11862
P0_Ab HV1-2 11981
P2_wt HV3-7 12012
P2_cm HV3-7 12059
P2_wt HV4-61 12322
P2_wt HV3-74 12491
P0_Ab HV1-8 12604
P2_wt HV1-2 12795
P2_cm HV3-9 13065
P0_Ab HV1-46 13245
P2_cm HV1-2 13483
P2_cm HV3-74 13613
P2_wt LV1-44 13626
P0_Ab HV1-18 13797
P3_wt LV1-44 14753
P2_wt LV2-23 15008
P3_wt HV4-61 15474
P2_wt HV1-8 15546
P3_wt LV2-23 15726
P0_Ab KV1-5 15910
P0_Ab HV4-30-4 16662
P2_wt HV3-15 17049
P2_cm HV1-8 17221
P2_cm LV1-44 17235
P3_wt KV4-1 17592
P0_Ab LV1-44 17769
P2_cm LV2-23 18775
P3_cm LV2-8 19072
P3_cm HV4-30-4 19238
P3_wt HV1-8 19439
P2_wt LV2-8 21337
P0_Ab HV4-61 21589
P2_cm HV3-15 21748
P3_wt LV2-8 21955
P0_Ab LV2-8 22592
P3_cm HV5-51 22898
P0_Ab LV2-23 23171
P3_cm LV1-44 23431
P3_cm KV4-1 23508
P2_cm LV2-8 23511
P2_wt KV1-39 25705
P3_wt HV5-51 28122
P3_cm HV1-8 28849
P3_cm KV1-39 29731
P0_Ab HV4-39 29828
P0_Ab HV4-59 30478
P2_cm KV1-39 30905
P0_Ab KV1-39 39302
P3_wt HV3-15 40590
P3_wt  40914
P0_Ab  43069
P0_Ab HV3-23 44028
P2_wt HV3-23 47132
P2_cm  48781
P3_cm HV3-15 49169
P2_cm HV5-51 50714
P2_wt HV5-51 53102
P3_cm LV2-14 55373
P2_wt LV2-14 58696
P3_wt LV2-14 60824
P3_cm  61012
P2_cm HV3-23 62262
P0_Ab LV2-14 62627
P2_cm LV2-14 64853
P2_wt  65852
P0_Ab HV5-51 75622
P3_wt KV1-39 91752
P3_cm LV2-23 99775
P3_wt HV3-23 105235
P3_cm HV3-23 155607
