	Count
P2_cm:IGHV3-9:IGKV1-27	40
P2_cm:IGHV1-69:IGLV2-8	183
P2_cm:IGHV1-46:IGLV2-14	567
P2_cm:IGHV7-4-1:IGLV2-23	121
P2_cm:IGHV3-53:IGLV2-14	187
P2_cm:IGHV3-74:IGKV3-15	16
P2_cm:IGHV3-74:IGLV2-23	222
P2_cm:IGHV3-48:IGKV1-33	59
P2_cm:IGHV4-59:IGLV1-40	62
P2_cm:IGHV3-30:IGLV1-47	9
P2_cm:IGHV1-2:IGKV1-12	91
P2_cm:IGHV3-74:IGLV1-47	45
P2_cm:IGHV3-30:IGKV1-39	102
P2_cm:IGHV3-9:IGLV2-8	349
P2_cm:IGHV5-51:IGKV1-9	205
P2_cm:IGHV3-73:IGKV3-11	76
P2_cm:IGHV3-23:IGLV1-40	432
P2_cm:IGHV3-43:IGLV1-40	18
P2_cm:IGHV4-59:IGLV2-8	212
P2_cm:IGHV3-43:IGLV2-23	18
P2_cm:IGHV1-3:IGKV3-11	24
P2_cm:IGHV3-33:IGLV2-23	4
P2_cm:IGHV4-30-2:IGKV1-39	63
P2_cm:IGHV3-64:IGKV1-39	22
P2_cm:IGHV3-73:IGKV1-13	36
P2_cm:IGHV1-8:IGKV1-6	27
P2_cm:IGHV1-58:IGLV7-46	2
P2_cm:IGHV3-74:IGKV2-30	84
P2_cm:IGHV7-4-1:IGLV2-8	190
P2_cm:IGHV3-53:IGLV1-47	14
P2_cm:IGHV3-11:IGLV2-14	200
P2_cm:IGHV4-30-4:IGLV1-40	39
P2_cm:IGHV3-13:IGLV2-8	53
P2_cm:IGHV4-59:IGLV7-43	3
P2_cm:IGHV3-7:IGKV3D-15	2
P2_cm:IGHV4-30-4:IGLV2-14	376
P2_cm:IGHV5-51:IGKV1-NL1	38
P2_cm:IGHV3-15:IGLV2-8	663
P2_cm:IGHV1-69:IGKV3-20	10
P2_cm:IGHV3-11:IGLV2-23	60
P2_cm:IGHV5-51:IGKV2-30	248
P2_cm:IGHV4-59:IGKV1-27	53
P2_cm:IGHV4-61:IGKV1-33	63
P2_cm:IGHV3-15:IGKV2D-29	36
P2_cm:IGHV4-61:IGLV6-57	66
P2_cm:IGHV4-34:IGLV1-44	63
P2_cm:IGHV3-15:IGKV1-33	115
P2_cm:IGHV5-51:IGLV2-11	209
P2_cm:IGHV3-15:IGLV1-51	80
P2_cm:IGHV4-30-4:IGKV1-5	35
P2_cm:IGHV3-7:IGLV3-21	66
P2_cm:IGHV4-59:IGKV1-9	28
P2_cm:IGHV5-51:IGKV1-33	304
P2_cm:IGHV1-18:IGLV2-23	146
P2_cm:IGHV3-23:IGKV1-33	249
P2_cm:IGHV3-23:IGLV1-51	235
P2_cm:IGHV3-30:IGLV2-14	205
P2_cm:IGHV3-9:IGKV3-11	134
P2_cm:IGHV1-2:IGLV1-44	250
P2_cm:IGHV3-64:IGLV3-21	4
P2_cm:IGHV3-9:IGLV2-11	33
P2_cm:IGHV7-4-1:IGLV1-51	28
P2_cm:IGHV4-4:IGKV1-12	22
P2_cm:IGHV4-4:IGKV1-17	18
P2_cm:IGHV3-66:IGLV6-57	8
P2_cm:IGHV3-7:IGKV1-27	38
P2_cm:IGHV3-74:IGKV1-13	9
P2_cm:IGHV3-21:IGLV1-40	32
P2_cm:IGHV4-34:IGLV2-8	132
P2_cm:IGHV5-51:IGLV1-47	274
P2_cm:IGHV3-7:IGKV1-NL1	13
P2_cm:IGHV7-4-1:IGLV2-18	18
P2_cm:IGHV4-4:IGLV1-51	35
P2_cm:IGHV3-15:IGLV7-46	43
P2_cm:IGHV3-73:IGKV1-33	24
P2_cm:IGHV5-10-1:IGKV1-39	71
P2_cm:IGHV3-74:IGLV2-8	389
P2_cm:IGHV5-51:IGLV8-61	59
P2_cm:IGHV3-9:IGLV7-43	9
P2_cm:IGHV4-34:IGKV4-1	21
P2_cm:IGHV3-71:IGKV1-39	5
P2_cm:IGHV3-9:IGLV2-23	206
P2_cm:IGHV4-39:IGKV4-1	26
P2_cm:IGHV4-34:IGKV1-27	30
P2_cm:IGHV4-4:IGKV2-30	64
P2_cm:IGHV3-15:IGLV2-23	368
P2_cm:IGHV3-64:IGKV2-28	8
P2_cm:IGHV3-74:IGLV6-57	60
P2_cm:IGHV1-46:IGLV2-23	89
P2_cm:IGHV3-72:IGLV1-44	112
P2_cm:IGHV3-23:IGLV2-18	133
P2_cm:IGHV1-46:IGKV1-5	55
P2_cm:IGHV3-9:IGLV2-18	28
P2_cm:IGHV3-20:IGLV2-14	157
P2_cm:IGHV3-21:IGLV1-44	83
P2_cm:IGHV1-3:IGKV1-9	12
P2_cm:IGHV3-15:IGKV3-11	240
P2_cm:IGHV3-21:IGKV1-39	89
P2_cm:IGHV4-39:IGLV1-47	42
P2_cm:IGHV3-23:IGLV2-5	55
P2_cm:IGHV5-51:IGKV3-11	459
P2_cm:IGHV1-46:IGKV1-33	28
P2_cm:IGHV3-48:IGKV2-29	45
P2_cm:IGHV1-69:IGLV6-57	18
P2_cm:IGHV4-61:IGKV1-5	54
P2_cm:IGHV3-13:IGKV1-27	14
P2_cm:IGHV3-23:IGLV3-9	4
P2_cm:IGHV3-30:IGKV1-33	9
P2_cm:IGHV3-13:IGKV1-39	99
P2_cm:IGHV3-30:IGKV2-30	67
P2_cm:IGHV3-53:IGKV2-30	22
P2_cm:IGHV3-73:IGLV2-23	88
P2_cm:IGHV1-18:IGLV1-47	52
P2_cm:IGHV1-46:IGKV3-15	49
P2_cm:IGHV3-30:IGKV1-27	12
P2_cm:IGHV4-30-4:IGKV1-6	19
P2_cm:IGHV3-33:IGLV7-46	1
P2_cm:IGHV4-30-2:IGLV1-51	8
P2_cm:IGHV5-51:IGKV1-13	76
P2_cm:IGHV3-72:IGLV6-57	21
P2_cm:IGHV4-39:IGKV1-39	253
P2_cm:IGHV3-48:IGKV1-9	25
P2_cm:IGHV3-72:IGLV3-21	19
P2_cm:IGHV3-15:IGKV2-30	158
P2_cm:IGHV3-66:IGLV1-47	14
P2_cm:IGHV3-23:IGLV8-61	64
P2_cm:IGHV1-8:IGKV3-20	38
P2_cm:IGHV4-4:IGLV2-18	40
P2_cm:IGHV4-30-2:IGLV2-8	70
P2_cm:IGHV3-48:IGKV3-20	24
P2_cm:IGHV3-21:IGLV1-47	21
P2_cm:IGHV3-11:IGLV3-9	3
P2_cm:IGHV3-15:IGKV1-9	123
P2_cm:IGHV3-74:IGLV1-40	86
P2_cm:IGHV1-2:IGLV6-57	59
P2_cm:IGHV4-61:IGLV2-23	128
P2_cm:IGHV3-72:IGLV2-14	309
P2_cm:IGHV3-74:IGKV2-28	61
P2_cm:IGHV4-34:IGLV1-51	33
P2_cm:IGHV1-18:IGKV1-27	34
P2_cm:IGHV3-11:IGLV1-51	22
P2_cm:IGHV4-34:IGKV2-28	9
P2_cm:IGHV5-10-1:IGLV8-61	3
P2_cm:IGHV4-59:IGKV2-28	38
P2_cm:IGHV3-48:IGLV2-8	156
P2_cm:IGHV1-18:IGKV3-20	34
P2_cm:IGHV7-4-1:IGKV1-5	48
P2_cm:IGHV3-9:IGLV1-51	43
P2_cm:IGHV4-4:IGLV4-60	27
P2_cm:IGHV3-7:IGKV1-13	17
P2_cm:IGHV4-4:IGKV3-20	32
P2_cm:IGHV3-7:IGLV1-44	198
P2_cm:IGHV3-23:IGKV1-6	100
P2_cm:IGHV3-9:IGLV3-21	85
P2_cm:IGHV1-18:IGKV1-9	26
P2_cm:IGHV4-30-4:IGKV1-9	16
P2_cm:IGHV3-23:IGKV2-29	201
P2_cm:IGHV3-23:IGKV2-28	311
P2_cm:IGHV3-23:IGKV2D-29	145
P2_cm:IGHV3-7:IGLV2-11	99
P2_cm:IGHV4-39:IGLV2-23	197
P2_cm:IGHV4-59:IGLV1-44	145
P2_cm:IGHV3-23:IGLV2-11	286
P2_cm:IGHV3-64D:IGLV1-44	7
P2_cm:IGHV3-72:IGLV1-51	22
P2_cm:IGHV3-66:IGKV1-39	37
P2_cm:IGHV3-15:IGKV1-6	65
P2_cm:IGHV5-10-1:IGKV3-11	66
P2_cm:IGHV1-2:IGLV3-21	63
P2_cm:IGHV1-3:IGLV2-8	104
P2_cm:IGHV3-11:IGLV2-8	88
P2_cm:IGHV7-4-1:IGKV1-33	22
P2_cm:IGHV1-2:IGLV1-47	76
P2_cm:IGHV4-4:IGLV1-40	94
P2_cm:IGHV4-39:IGLV2-11	25
P2_cm:IGHV5-51:IGLV1-36	80
P2_cm:IGHV3-43:IGKV1-17	22
P2_cm:IGHV3-20:IGKV1-39	68
P2_cm:IGHV1-8:IGLV1-47	118
P2_cm:IGHV1-18:IGKV3-11	68
P2_cm:IGHV3-72:IGKV1-9	19
P2_cm:IGHV4-61:IGLV2-11	40
P2_cm:IGHV3-48:IGLV1-47	38
P2_cm:IGHV4-39:IGLV3-21	50
P2_cm:IGHV4-30-4:IGLV3-21	24
P2_cm:IGHV3-73:IGKV1-5	43
P2_cm:IGHV4-59:IGKV3-11	73
P2_cm:IGHV4-61:IGKV3-11	78
P2_cm:IGHV5-51:IGKV4-1	247
P2_cm:IGHV5-51:IGKV2D-29	71
P2_cm:IGHV5-51:IGKV1-27	236
P2_cm:IGHV3-23:IGKV1-12	151
P2_cm:IGHV1-58:IGLV1-40	12
P2_cm:IGHV5-10-1:IGLV1-44	42
P2_cm:IGHV3-64D:IGLV2-8	11
P2_cm:IGHV1-3:IGLV1-44	59
P2_cm:IGHV4-59:IGLV1-47	41
P2_cm:IGHV1-58:IGLV1-44	14
P2_cm:IGHV3-48:IGLV1-40	64
P2_cm:IGHV3-21:IGKV3-11	44
P2_cm:IGHV4-38-2:IGLV7-46	6
P2_cm:IGHV1-8:IGKV1-5	113
P2_cm:IGHV3-15:IGLV3-21	105
P2_cm:IGHV3-21:IGKV1-5	24
P2_cm:IGHV3-48:IGKV2-28	41
P2_cm:IGHV1-8:IGLV2-8	441
P2_cm:IGHV3-21:IGLV7-46	11
P2_cm:IGHV1-3:IGLV1-47	23
P2_cm:IGHV3-72:IGLV2-8	165
P2_cm:IGHV4-39:IGKV1-27	42
P2_cm:IGHV4-39:IGLV1-44	161
P2_cm:IGHV4-4:IGLV3-21	34
P2_cm:IGHV3-49:IGLV1-51	13
P2_cm:IGHV1-8:IGLV1-40	136
P2_cm:IGHV4-30-4:IGLV6-57	38
P2_cm:IGHV3-53:IGKV1-39	80
P2_cm:IGHV1-8:IGLV2-11	67
P2_cm:IGHV1-18:IGKV2-30	40
P2_cm:IGHV1-3:IGKV2-28	30
P2_cm:IGHV4-61:IGLV1-40	65
P2_cm:IGHV1-3:IGKV1-17	24
P2_cm:IGHV3-11:IGKV1-39	62
P2_cm:IGHV1-18:IGKV1-17	37
P2_cm:IGHV1-2:IGLV2-11	38
P2_cm:IGHV3-73:IGKV2-28	51
P2_cm:IGHV3-48:IGKV1-6	25
P2_cm:IGHV3-53:IGKV1-13	2
P2_cm:IGHV3-21:IGLV6-57	31
P2_cm:IGHV4-61:IGLV1-47	38
P2_cm:IGHV1-18:IGLV1-40	52
P2_cm:IGHV5-51:IGLV2-5	32
P2_cm:IGHV3-48:IGLV3-21	40
P2_cm:IGHV3-53:IGLV8-61	8
P2_cm:IGHV3-15:IGLV2-11	151
P2_cm:IGHV7-4-1:IGLV1-44	72
P2_cm:IGHV5-51:IGKV1-5	259
P2_cm:IGHV3-7:IGLV2-23	203
P2_cm:IGHV3-72:IGKV3-11	47
P2_cm:IGHV1-8:IGKV1-17	27
P2_cm:IGHV1-2:IGKV3-20	107
P2_cm:IGHV3-21:IGKV1-6	13
P2_cm:IGHV4-61:IGKV1-39	241
P2_cm:IGHV1-2:IGLV2-23	184
P2_cm:IGHV5-10-1:IGKV3-20	12
P2_cm:IGHV4-59:IGLV6-57	30
P2_cm:IGHV7-4-1:IGLV6-57	24
P2_cm:IGHV4-34:IGKV1-39	125
P2_cm:IGHV3-73:IGLV2-8	193
P2_cm:IGHV1-2:IGKV2D-29	29
P2_cm:IGHV5-10-1:IGLV2-18	3
P2_cm:IGHV4-4:IGLV6-57	55
P2_cm:IGHV5-51:IGKV2-29	42
P2_cm:IGHV3-66:IGLV1-44	30
P2_cm:IGHV3-15:IGLV1-44	395
P2_cm:IGHV1-2:IGKV3-15	15
P2_cm:IGHV4-34:IGKV1-5	28
P2_cm:IGHV3-62:IGLV1-44	3
P2_cm:IGHV4-30-2:IGKV3-20	9
P2_cm:IGHV3-11:IGLV1-40	16
P2_cm:IGHV3-23:IGKV1D-12	33
P2_cm:IGHV3-20:IGLV2-23	29
P2_cm:IGHV4-39:IGKV3-20	34
P2_cm:IGHV4-39:IGLV1-51	36
P2_cm:IGHV3-9:IGKV1-12	29
P2_cm:IGHV4-30-4:IGKV1-39	176
P2_cm:IGHV4-55:IGKV1-27	2
P2_cm:IGHV5-51:IGLV5-52	6
P2_cm:IGHV4-30-4:IGLV1-44	94
P2_cm:IGHV3-9:IGKV2-28	47
P2_cm:IGHV3-49:IGKV3-20	5
P2_cm:IGHV3-49:IGLV7-46	10
P2_cm:IGHV3-15:IGKV1-12	57
P2_cm:IGHV5-51:IGLV2-18	108
P2_cm:IGHV3-21:IGLV2-8	87
P2_cm:IGHV7-4-1:IGLV7-46	18
P2_cm:IGHV3/OR16-10:IGKV1-9	1
P2_cm:IGHV4-30-4:IGKV1-12	27
P2_cm:IGHV3-9:IGLV1-40	86
P2_cm:IGHV1-46:IGLV1-40	49
P2_cm:IGHV5-51:IGKV1-17	164
P2_cm:IGHV3-21:IGLV2-18	7
P2_cm:IGHV3-7:IGKV2-28	72
P2_cm:IGHV3-73:IGLV1-51	44
P2_cm:IGHV3-49:IGLV1-40	12
P2_cm:IGHV3-74:IGKV1-12	43
P2_cm:IGHV3-7:IGKV1-37	2
P2_cm:IGHV1-3:IGLV2-23	39
P2_cm:IGHV3-72:IGKV1-27	23
P2_cm:IGHV3-73:IGLV7-43	6
P2_cm:IGHV3-15:IGKV2-29	57
P2_cm:IGHV1-46:IGLV1-47	33
P2_cm:IGHV3/OR16-18:IGKV1-27	8
P2_cm:IGHV3-73:IGKV1-39	237
P2_cm:IGHV4-61:IGKV2-28	69
P2_cm:IGHV3-23:IGKV3-15	64
P2_cm:IGHV3-73:IGLV1-47	35
P2_cm:IGHV3-30:IGKV4-1	10
P2_cm:IGHV5-10-1:IGLV1-51	7
P2_cm:IGHV3-9:IGKV4-1	53
P2_cm:IGHV3-74:IGKV1-17	62
P2_cm:IGHV4-61:IGLV1-51	27
P2_cm:IGHV1-46:IGKV1-13	14
P2_cm:IGHV1-8:IGKV4-1	170
P2_cm:IGHV3-7:IGKV1D-13	10
P2_cm:IGHV1-3:IGLV2-14	225
P2_cm:IGHV3-23:IGLV1-36	95
P2_cm:IGHV3-48:IGKV2-30	42
P2_cm:IGHV3-7:IGLV7-46	34
P2_cm:IGHV4-34:IGKV1-12	16
P2_cm:IGHV4-31:IGLV2-14	18
P2_cm:IGHV5-51:IGLV7-46	101
P2_cm:IGHV4-30-4:IGLV1-47	28
P2_cm:IGHV3-15:IGKV1D-12	20
P2_cm:IGHV3-23:IGKV1-NL1	23
P2_cm:IGHV4-4:IGKV1-9	38
P2_cm:IGHV4-59:IGKV1-12	20
P2_cm:IGHV4-34:IGKV2-30	26
P2_cm:IGHV1-3:IGKV2-30	24
P2_cm:IGHV3-53:IGKV1-33	3
P2_cm:IGHV3-30:IGLV2-11	10
P2_cm:IGHV4-59:IGKV1-5	53
P2_cm:IGHV4-34:IGKV3-11	92
P2_cm:IGHV1-18:IGKV1-37	4
P2_cm:IGHV4-30-2:IGLV2-14	78
P2_cm:IGHV1-69:IGKV3D-15	8
P2_cm:IGHV3-7:IGKV4-1	61
P2_cm:IGHV4-30-4:IGKV3-20	14
P2_cm:IGHV3-43:IGLV6-57	15
P2_cm:IGHV3-23:IGLV7-46	154
P2_cm:IGHV4-61:IGKV2-30	26
P2_cm:IGHV3-49:IGKV3-15	6
P2_cm:IGHV1-46:IGKV1-12	16
P2_cm:IGHV4-38-2:IGLV2-14	69
P2_cm:IGHV1-69:IGKV1-39	104
P2_cm:IGHV1-2:IGKV4-1	56
P2_cm:IGHV1-46:IGKV1-17	34
P2_cm:IGHV3-53:IGLV2-23	51
P2_cm:IGHV5-10-1:IGKV1-27	14
P2_cm:IGHV4-38-2:IGLV1-44	11
P2_cm:IGHV3-13:IGLV1-47	14
P2_cm:IGHV5-51:IGKV3-15	79
P2_cm:IGHV3-7:IGKV1-12	49
P2_cm:IGHV3-11:IGLV7-46	22
P2_cm:IGHV3-48:IGKV4-1	29
P2_cm:IGHV1-2:IGKV2-29	12
P2_cm:IGHV1-3:IGLV6-57	9
P2_cm:IGHV3-15:IGKV2-28	134
P2_cm:IGHV3-11:IGLV3-21	14
P2_cm:IGHV4-30-4:IGLV1-51	13
P2_cm:IGHV3-21:IGKV1-33	15
P2_cm:IGHV3-64D:IGLV2-23	7
P2_cm:IGHV3-20:IGKV2-28	27
P2_cm:IGHV7-4-1:IGKV1-17	13
P2_cm:IGHV3-72:IGKV1-17	13
P2_cm:IGHV3-73:IGKV1-17	37
P2_cm:IGHV3-13:IGLV2-23	41
P2_cm:IGHV3-73:IGKV2-30	41
P2_cm:IGHV3-74:IGKV2D-29	12
P2_cm:IGHV1-69:IGLV1-44	55
P2_cm:IGHV3-66:IGLV2-14	118
P2_cm:IGHV4-39:IGKV2-30	34
P2_cm:IGHV3-30-3:IGLV1-47	3
P2_cm:IGHV3-7:IGLV2-18	36
P2_cm:IGHV4-4:IGLV5-52	5
P2_cm:IGHV3-43:IGKV3-11	25
P2_cm:IGHV1-8:IGLV6-57	55
P2_cm:IGHV3-7:IGKV1-33	50
P2_cm:IGHV3-48:IGKV1-5	51
P2_cm:IGHV4-39:IGKV1-6	13
P2_cm:IGHV5-51:IGLV7-43	26
P2_cm:IGHV4-39:IGKV1-33	54
P2_cm:IGHV4-59:IGKV1-39	137
P2_cm:IGHV1-18:IGLV2-11	37
P2_cm:IGHV3-73:IGKV1-6	21
P2_cm:IGHV3-7:IGLV6-57	72
P2_cm:IGHV1-46:IGKV3-11	49
P2_cm:IGHV1-58:IGLV2-23	19
P2_cm:IGHV3-72:IGKV1-33	42
P2_cm:IGHV3-49:IGLV2-8	53
P2_cm:IGHV5-51:IGLV1-50	14
P2_cm:IGHV3-53:IGKV4-1	26
P2_cm:IGHV1-46:IGKV2-30	34
P2_cm:IGHV4-30-4:IGKV3-15	4
P2_cm:IGHV4-4:IGKV1-33	41
P2_cm:IGHV3-23:IGKV1-9	180
P2_cm:IGHV4-30-2:IGKV3-11	8
P2_cm:IGHV4-59:IGKV1D-12	3
P2_cm:IGHV4-4:IGKV4-1	57
P2_cm:IGHV7-4-1:IGLV2-11	14
P2_cm:IGHV1-8:IGKV3-15	20
P2_cm:IGHV1-8:IGLV7-46	21
P2_cm:IGHV4-30-2:IGLV2-23	29
P2_cm:IGHV3-74:IGKV4-1	43
P2_cm:IGHV4-34:IGKV3-20	18
P2_cm:IGHV3-11:IGKV2-28	13
P2_cm:IGHV3-11:IGLV2-11	19
P2_cm:IGHV1-18:IGLV7-46	28
P2_cm:IGHV1-2:IGLV7-46	46
P2_cm:IGHV3-48:IGKV1D-13	3
P2_cm:IGHV3-74:IGKV3-20	38
P2_cm:IGHV3-30-3:IGLV2-23	8
P2_cm:IGHV3-73:IGLV6-57	49
P2_cm:IGHV3-73:IGLV3-21	43
P2_cm:IGHV7-4-1:IGLV1-40	43
P2_cm:IGHV1-18:IGLV1-51	36
P2_cm:IGHV7-4-1:IGKV2-28	27
P2_cm:IGHV3-21:IGLV2-11	32
P2_cm:IGHV1-8:IGKV1-33	67
P2_cm:IGHV3-43:IGLV2-8	40
P2_cm:IGHV3-15:IGKV1-17	62
P2_cm:IGHV4-4:IGKV3-11	51
P2_cm:IGHV1-46:IGLV1-44	99
P2_cm:IGHV1-2:IGKV1-9	47
P2_cm:IGHV4-59:IGLV2-18	12
P2_cm:IGHV3-9:IGKV3-20	24
P2_cm:IGHV3-33:IGKV1-39	13
P2_cm:IGHV1-8:IGKV1-8	6
P2_cm:IGHV5-10-1:IGLV2-11	4
P2_cm:IGHV3-9:IGKV1D-16	1
P2_cm:IGHV1-18:IGKV2-28	45
P2_cm:IGHV3-21:IGKV1-12	10
P2_cm:IGHV4/OR15-8:IGLV2-23	2
P2_cm:IGHV3-9:IGKV2-30	151
P2_cm:IGHV3-69-1:IGLV2-14	6
P2_cm:IGHV1-8:IGLV3-21	47
P2_cm:IGHV4-30-2:IGKV1-9	12
P2_cm:IGHV4-28:IGLV3-21	1
P2_cm:IGHV3-15:IGKV3-20	66
P2_cm:IGHV3-21:IGKV4-1	34
P2_cm:IGHV3-73:IGLV3-27	6
P2_cm:IGHV4-39:IGKV1-17	48
P2_cm:IGHV4-38-2:IGLV2-8	18
P2_cm:IGHV1-69:IGLV1-40	26
P2_cm:IGHV3-30:IGLV1-40	24
P2_cm:IGHV3-9:IGKV1-33	45
P2_cm:IGHV3-20:IGLV1-36	7
P2_cm:IGHV4-61:IGKV1-6	41
P2_cm:IGHV7-4-1:IGKV3-11	58
P2_cm:IGHV3-9:IGKV1-17	19
P2_cm:IGHV4-30-4:IGKV1-33	28
P2_cm:IGHV3-49:IGKV1-39	46
P2_cm:IGHV1-46:IGKV1-9	24
P2_cm:IGHV3-72:IGKV2-28	20
P2_cm:IGHV3-11:IGKV3-20	14
P2_cm:IGHV4-34:IGKV1-9	11
P2_cm:IGHV4-31:IGLV2-23	14
P2_cm:IGHV1-18:IGLV6-57	61
P2_cm:IGHV4-38-2:IGKV1-33	1
P2_cm:IGHV1-69:IGLV1-50	2
P2_cm:IGHV1-58:IGKV2-28	5
P2_cm:IGHV3-30-3:IGKV2D-30	1
P2_cm:IGHV3-20:IGLV1-51	14
P2_cm:IGHV4-39:IGKV2-29	8
P2_cm:IGHV1-46:IGKV4-1	36
P2_cm:IGHV3-74:IGKV2-29	13
P2_cm:IGHV3-53:IGLV1-44	41
P2_cm:IGHV1-3:IGKV1-5	18
P2_cm:IGHV3-7:IGKV1-6	26
P2_cm:IGHV4-38-2:IGKV1-9	5
P2_cm:IGHV1-18:IGLV3-21	80
P2_cm:IGHV7-4-1:IGLV3-21	25
P2_cm:IGHV3-49:IGLV2-5	5
P2_cm:IGHV7-4-1:IGKV3-20	25
P2_cm:IGHV3-49:IGLV2-23	24
P2_cm:IGHV3-30:IGLV5-39	1
P2_cm:IGHV3-15:IGLV2-5	6
P2_cm:IGHV3-72:IGKV1-6	15
P2_cm:IGHV3-43:IGLV3-21	11
P2_cm:IGHV3-30:IGLV1-44	55
P2_cm:IGHV3-43:IGKV1-39	84
P2_cm:IGHV3-15:IGLV3-12	2
P2_cm:IGHV1-46:IGLV7-46	22
P2_cm:IGHV3-7:IGKV1-17	69
P2_cm:IGHV3-30-3:IGLV1-40	10
P2_cm:IGHV3-7:IGLV1-51	53
P2_cm:IGHV4-59:IGLV8-61	23
P2_cm:IGHV1-18:IGKV1-5	52
P2_cm:IGHV1-8:IGKV2-28	91
P2_cm:IGHV3-30:IGKV2-29	4
P2_cm:IGHV3-53:IGLV3-27	1
P2_cm:IGHV3-20:IGKV2-30	64
P2_cm:IGHV5-51:IGKV1D-13	14
P2_cm:IGHV3-30:IGLV6-57	10
P2_cm:IGHV3-53:IGKV1-27	5
P2_cm:IGHV3-21:IGLV2-23	67
P2_cm:IGHV3-20:IGLV1-44	43
P2_cm:IGHV4-38-2:IGKV2-28	4
P2_cm:IGHV3-74:IGLV1-51	45
P2_cm:IGHV3-74:IGKV1-6	21
P2_cm:IGHV3-73:IGKV3-15	6
P2_cm:IGHV4-39:IGKV1-12	17
P2_cm:IGHV1-58:IGKV1-39	10
P2_cm:IGHV4/OR15-8:IGLV2-14	4
P2_cm:IGHV3-48:IGLV2-11	22
P2_cm:IGHV3-74:IGKV1-27	41
P2_cm:IGHV1-8:IGKV2-29	26
P2_cm:IGHV1-2:IGKV2-28	55
P2_cm:IGHV3-22:IGLV2-14	8
P2_cm:IGHV4-61:IGKV3D-15	3
P2_cm:IGHV1-3:IGKV1-12	12
P2_cm:IGHV3-74:IGLV2-5	19
P2_cm:IGHV3-49:IGKV4-1	4
P2_cm:IGHV3-20:IGLV1-40	13
P2_cm:IGHV1/OR15-2:IGKV3-11	10
P2_cm:IGHV3-49:IGKV1-12	26
P2_cm:IGHV4-39:IGKV1-NL1	7
P2_cm:IGHV3-7:IGKV1-9	42
P2_cm:IGHV3-74:IGLV7-46	31
P2_cm:IGHV1-69:IGKV1-33	8
P2_cm:IGHV3-72:IGKV4-1	25
P2_cm:IGHV4-4:IGLV8-61	28
P2_cm:IGHV1-8:IGLV2-18	20
P2_cm:IGHV3-53:IGKV1-9	13
P2_cm:IGHV3-73:IGKV4-1	39
P2_cm:IGHV3-66:IGLV3-21	5
P2_cm:IGHV3-53:IGKV1-5	15
P2_cm:IGHV4-59:IGLV2-11	28
P2_cm:IGHV3-53:IGKV1-12	11
P2_cm:IGHV4-39:IGLV1-40	56
P2_cm:IGHV5-51:IGKV1D-12	33
P2_cm:IGHV3-53:IGKV2D-29	1
P2_cm:IGHV3-66:IGLV2-23	23
P2_cm:IGHV3-21:IGLV1-50	3
P2_cm:IGHV3-21:IGKV2-30	20
P2_cm:IGHV3-7:IGKV2D-29	13
P2_cm:IGHV1-2:IGKV1-27	41
P2_cm:IGHV1-2:IGKV1-33	64
P2_cm:IGHV4-39:IGKV1-5	33
P2_cm:IGHV3-41:IGKV1-39	2
P2_cm:IGHV3-13:IGLV1-36	2
P2_cm:IGHV3-49:IGKV1D-12	3
P2_cm:IGHV3-49:IGLV1-44	30
P2_cm:IGHV4-34:IGLV6-57	13
P2_cm:IGHV7-4-1:IGKV3-15	6
P2_cm:IGHV5-10-1:IGKV1-9	13
P2_cm:IGHV4-4:IGKV2-28	27
P2_cm:IGHV3-11:IGKV1-33	10
P2_cm:IGHV4-39:IGLV2-18	50
P2_cm:IGHV5-51:IGKV3D-15	7
P2_cm:IGHV3-49:IGLV6-57	8
P2_cm:IGHV3-73:IGKV1-9	25
P2_cm:IGHV3-30:IGLV2-8	52
P2_cm:IGHV4-61:IGKV1-9	31
P2_cm:IGHV1/OR15-2:IGLV1-51	4
P2_cm:IGHV1-69:IGKV2-28	13
P2_cm:IGHV4-30-4:IGKV1-27	25
P2_cm:IGHV5-10-1:IGKV2-30	23
P2_cm:IGHV3-11:IGKV3-11	20
P2_cm:IGHV3-13:IGKV2-29	1
P2_cm:IGHV3-21:IGKV1-9	8
P2_cm:IGHV4-39:IGKV3-15	8
P2_cm:IGHV3-64:IGLV2-14	22
P2_cm:IGHV1-69:IGLV1-51	17
P2_cm:IGHV3-66:IGLV1-51	8
P2_cm:IGHV3-15:IGLV2-18	31
P2_cm:IGHV3-21:IGKV2-29	19
P2_cm:IGHV3-53:IGKV3-11	21
P2_cm:IGHV3-15:IGKV1-37	16
P2_cm:IGHV1-8:IGKV1D-16	1
P2_cm:IGHV1-69:IGKV1-13	3
P2_cm:IGHV1-8:IGKV1D-13	3
P2_cm:IGHV3-43:IGKV1-6	6
P2_cm:IGHV1-69:IGLV2-23	66
P2_cm:IGHV3-74:IGLV3-1	1
P2_cm:IGHV3-43:IGKV1-12	5
P2_cm:IGHV4-34:IGLV1-40	32
P2_cm:IGHV3-73:IGKV1-12	26
P2_cm:IGHV4-39:IGLV7-46	35
P2_cm:IGHV3-33:IGLV1-36	7
P2_cm:IGHV4-4:IGLV7-46	14
P2_cm:IGHV4-39:IGLV8-61	9
P2_cm:IGHV3-72:IGLV1-40	46
P2_cm:IGHV3-20:IGKV3-11	17
P2_cm:IGHV4/OR15-8:IGKV2-28	1
P2_cm:IGHV3-43:IGLV1-44	50
