"P0_Ab","P3_cm","P3_wt","IGH","IGL","P0_Ab_Ratio","P3_cm_Ratio","P3_wt_Ratio","P3_cmR","P3_wtR"
76,3,3,"IGHV3-48","IGKV1-12",0.000529012139436463,2.08820581356498e-05,2.08820581356498e-05,0.0394736842105263,0.0394736842105263
74,2,4,"IGHV3-48","IGKV1-17",0.000591843753249142,1.59957771148417e-05,3.19915542296834e-05,0.027027027027027,0.0540540540540541
15,1,5,"IGHV3-64","IGKV4-1",6.34222654433216e-05,4.22815102955478e-06,2.11407551477739e-05,0.0666666666666667,0.333333333333333
31,1,5,"IGHV1-3","IGLV1-51",0.000215781267401715,6.96068604521662e-06,3.48034302260831e-05,0.032258064516129,0.161290322580645
31,6,0,"IGHV3-9","IGKV3-15",0.000247934545280046,4.7987331344525e-05,0,0.193548387096774,0
37,1,5,"IGHV4-31","IGLV1-44",0.000156441588093527,4.22815102955478e-06,2.11407551477739e-05,0.027027027027027,0.135135135135135
30,4,2,"IGHV3-43","IGLV1-40",0.000208820581356499,2.78427441808665e-05,1.39213720904332e-05,0.133333333333333,0.0666666666666667
85,2,4,"IGHV3-53","IGKV1-5",0.000679820527380771,1.59957771148417e-05,3.19915542296834e-05,0.0235294117647059,0.0470588235294118
20,6,0,"IGHV3-23","IGKV1-37",8.45630205910955e-05,2.53689061773287e-05,0,0.3,0
2,6,0,"IGHV1-8","IGLV2-5",1.39213720904332e-05,4.17641162712997e-05,0,3,0
3,3,3,"IGHV3-15","IGLV7-43",2.39936656722625e-05,2.39936656722625e-05,2.39936656722625e-05,1,1
10,3,3,"IGHV3-49","IGKV1-27",4.22815102955478e-05,1.26844530886643e-05,1.26844530886643e-05,0.3,0.3
32,1,5,"IGHV5-10-1","IGKV2-30",0.000222741953446932,6.96068604521662e-06,3.48034302260831e-05,0.03125,0.15625
7,3,3,"IGHV5-10-1","IGKV2-29",5.59852199019459e-05,2.39936656722625e-05,2.39936656722625e-05,0.428571428571429,0.428571428571429
14,3,3,"IGHV3-64","IGLV3-21",5.91941144137669e-05,1.26844530886643e-05,1.26844530886643e-05,0.214285714285714,0.214285714285714
36,0,6,"IGHV3-21","IGLV1-51",0.000250584697627798,0,4.17641162712997e-05,0,0.166666666666667
9,5,1,"IGHV3-49","IGKV1-17",7.19809970167876e-05,3.99894427871042e-05,7.99788855742084e-06,0.555555555555555,0.111111111111111
24,3,3,"IGHV3-7","IGLV2-18",0.000101475624709315,1.26844530886643e-05,1.26844530886643e-05,0.125,0.125
11,0,6,"IGHV4-61","IGKV1D-13",7.65675464973828e-05,0,4.17641162712997e-05,0,0.545454545454546
8,3,3,"IGHV3-73","IGLV2-18",6.39831084593667e-05,2.39936656722625e-05,2.39936656722625e-05,0.375,0.375
8,4,2,"IGHV3-73","IGLV8-61",3.38252082364382e-05,1.69126041182191e-05,8.45630205910955e-06,0.5,0.25
21,4,2,"IGHV4-4","IGKV2D-29",0.000146174406949549,2.78427441808665e-05,1.39213720904332e-05,0.19047619047619,0.0952380952380952
10,0,6,"IGHV4-31","IGKV1-6",7.99788855742084e-05,0,4.7987331344525e-05,0,0.6
4,3,3,"IGHV5-10-1","IGLV2-18",1.69126041182191e-05,1.26844530886643e-05,1.26844530886643e-05,0.75,0.75
8,2,4,"IGHV3-7","IGKV1-8",5.56854883617329e-05,1.39213720904332e-05,2.78427441808665e-05,0.25,0.5
2,0,6,"IGHV3-49","IGLV2-18",1.59957771148417e-05,0,4.7987331344525e-05,0,3
3,3,3,"IGHV3-20","IGLV1-51",1.26844530886643e-05,1.26844530886643e-05,1.26844530886643e-05,1,1
5,2,4,"IGHV3-11","IGKV1-6",3.48034302260831e-05,1.39213720904332e-05,2.78427441808665e-05,0.4,0.8
2,0,6,"IGHV3-11","IGKV1-NL1",1.59957771148417e-05,0,4.7987331344525e-05,0,3
5,6,0,"IGHV3-20","IGKV1-33",2.11407551477739e-05,2.53689061773287e-05,0,1.2,0
5,5,1,"IGHV4-30-4","IGKV1-37",3.48034302260831e-05,3.48034302260831e-05,6.96068604521662e-06,1,0.2
12,1,4,"IGHV1-69","IGLV1-51",9.59746626890501e-05,7.99788855742084e-06,3.19915542296834e-05,0.0833333333333333,0.333333333333333
27,4,1,"IGHV3-23","IGLV3-27",0.000114160077797979,1.69126041182191e-05,4.22815102955478e-06,0.148148148148148,0.037037037037037
93,4,1,"IGHV3-43","IGLV2-8",0.000647343802205145,2.78427441808665e-05,6.96068604521662e-06,0.043010752688172,0.010752688172043
145,2,3,"IGHV4-30-4","IGKV1-9",0.00115969384082602,1.59957771148417e-05,2.39936656722625e-05,0.0137931034482759,0.0206896551724138
23,5,0,"IGHV3-66","IGLV1-40",9.72474736797598e-05,2.11407551477739e-05,0,0.217391304347826,0
34,2,3,"IGHV1-46","IGLV2-18",0.000236663325537365,1.39213720904332e-05,2.08820581356498e-05,0.0588235294117647,0.0882352941176471
29,4,1,"IGHV5-10-1","IGKV1-17",0.000231938768165204,3.19915542296834e-05,7.99788855742084e-06,0.137931034482759,0.0344827586206897
54,2,3,"IGHV3-21","IGKV1-9",0.000228320155595958,8.45630205910955e-06,1.26844530886643e-05,0.037037037037037,0.0555555555555556
22,3,2,"IGHV3-11","IGKV2-30",0.000153135092994766,2.08820581356498e-05,1.39213720904332e-05,0.136363636363636,0.0909090909090909
71,1,4,"IGHV4-39","IGKV2-29",0.00056785008757688,7.99788855742084e-06,3.19915542296834e-05,0.0140845070422535,0.0563380281690141
86,0,5,"IGHV5-51","IGKV3D-20",0.000363620988541711,0,2.11407551477739e-05,0,0.0581395348837209
68,2,3,"IGHV4-59","IGKV2-29",0.00047332665107473,1.39213720904332e-05,2.08820581356498e-05,0.0294117647058824,0.0441176470588235
21,4,1,"IGHV4-30-2","IGLV1-51",0.000167955659705838,3.19915542296834e-05,7.99788855742084e-06,0.19047619047619,0.0476190476190476
29,4,1,"IGHV1-69","IGKV1-27",0.000122616379857088,1.69126041182191e-05,4.22815102955478e-06,0.137931034482759,0.0344827586206897
18,0,5,"IGHV3-53","IGLV6-57",0.000125292348813899,0,3.48034302260831e-05,0,0.277777777777778
34,4,1,"IGHV3-66","IGKV4-1",0.000271928210952309,3.19915542296834e-05,7.99788855742084e-06,0.117647058823529,0.0294117647058824
19,3,2,"IGHV7-4-1","IGKV2-29",8.03348695615407e-05,1.26844530886643e-05,8.45630205910955e-06,0.157894736842105,0.105263157894737
47,3,2,"IGHV3-64D","IGLV2-14",0.000327152244125181,2.08820581356498e-05,1.39213720904332e-05,0.0638297872340425,0.0425531914893617
5,5,0,"IGHV3-20","IGKV1-17",3.99894427871042e-05,3.99894427871042e-05,0,1,0
65,2,3,"IGHV4-31","IGLV2-8",0.00027482981692106,8.45630205910955e-06,1.26844530886643e-05,0.0307692307692308,0.0461538461538462
80,5,0,"IGHV1-3","IGKV1-33",0.000556854883617329,3.48034302260831e-05,0,0.0625,0
13,1,4,"IGHV3-43","IGLV1-51",0.000103972551246471,7.99788855742084e-06,3.19915542296834e-05,0.0769230769230769,0.307692307692308
32,3,2,"IGHV1-8","IGKV2-29",0.000135300832945753,1.26844530886643e-05,8.45630205910955e-06,0.09375,0.0625
87,2,3,"IGHV1-3","IGLV1-40",0.000605579685933846,1.39213720904332e-05,2.08820581356498e-05,0.0229885057471264,0.0344827586206897
10,0,5,"IGHV4-39","IGLV4-60",7.99788855742084e-05,0,3.99894427871042e-05,0,0.5
54,2,3,"IGHV3-30","IGKV3-20",0.000228320155595958,8.45630205910955e-06,1.26844530886643e-05,0.037037037037037,0.0555555555555556
56,5,0,"IGHV4-39","IGKV2D-29",0.000389798418532131,3.48034302260831e-05,0,0.0892857142857143,0
10,3,2,"IGHV1-58","IGLV6-57",7.99788855742084e-05,2.39936656722625e-05,1.59957771148417e-05,0.3,0.2
30,4,1,"IGHV4-4","IGKV2-29",0.000126844530886643,1.69126041182191e-05,4.22815102955478e-06,0.133333333333333,0.0333333333333333
45,0,5,"IGHV4-30-4","IGKV2-29",0.000313230872034748,0,3.48034302260831e-05,0,0.111111111111111
7,4,1,"IGHV3-20","IGKV3-20",5.59852199019459e-05,3.19915542296834e-05,7.99788855742084e-06,0.571428571428571,0.142857142857143
21,0,5,"IGHV5-10-1","IGKV1-6",8.87911716206503e-05,0,2.11407551477739e-05,0,0.238095238095238
10,1,4,"IGHV3-48","IGLV2-18",6.96068604521662e-05,6.96068604521662e-06,2.78427441808665e-05,0.1,0.4
9,4,1,"IGHV4-4","IGKV3D-20",7.19809970167876e-05,3.19915542296834e-05,7.99788855742084e-06,0.444444444444444,0.111111111111111
17,4,1,"IGHV3-64D","IGLV2-23",7.18785675024312e-05,1.69126041182191e-05,4.22815102955478e-06,0.235294117647059,0.0588235294117647
23,2,3,"IGHV3-72","IGKV1-17",0.000160095779039982,1.39213720904332e-05,2.08820581356498e-05,0.0869565217391304,0.130434782608696
35,5,0,"IGHV4-30-2","IGKV1-33",0.000279926099509729,3.99894427871042e-05,0,0.142857142857143,0
7,4,1,"IGHV1-3","IGKV2-29",2.95970572068834e-05,1.69126041182191e-05,4.22815102955478e-06,0.571428571428571,0.142857142857143
2,5,0,"IGHV1-58","IGKV2-29",1.39213720904332e-05,3.48034302260831e-05,0,2.5,0
19,2,3,"IGHV3-43","IGKV1-9",0.000151959882590996,1.59957771148417e-05,2.39936656722625e-05,0.105263157894737,0.157894736842105
10,0,5,"IGHV3-66","IGLV1-51",4.22815102955478e-05,0,2.11407551477739e-05,0,0.5
3,2,3,"IGHV3-74","IGLV4-60",2.08820581356498e-05,1.39213720904332e-05,2.08820581356498e-05,0.666666666666667,1
4,4,1,"IGHV3-49","IGLV1-36",3.19915542296834e-05,3.19915542296834e-05,7.99788855742084e-06,1,0.25
3,1,4,"IGHV3-74","IGLV3-12",1.26844530886643e-05,4.22815102955478e-06,1.69126041182191e-05,0.333333333333333,1.33333333333333
3,0,5,"IGHV3-13","IGKV2-29",2.08820581356498e-05,0,3.48034302260831e-05,0,1.66666666666667
2,4,1,"IGHV3-15","IGKV2-40",1.59957771148417e-05,3.19915542296834e-05,7.99788855742084e-06,2,0.5
6,3,2,"IGHV3-49","IGLV6-57",2.53689061773287e-05,1.26844530886643e-05,8.45630205910955e-06,0.5,0.333333333333333
4,0,5,"IGHV3-64D","IGKV1-9",2.78427441808665e-05,0,3.48034302260831e-05,0,1.25
8,5,0,"IGHV1-8","IGLV9-49",6.39831084593667e-05,3.99894427871042e-05,0,0.625,0
2,1,4,"IGHV3-72","IGLV1-36",8.45630205910955e-06,4.22815102955478e-06,1.69126041182191e-05,0.5,2
3,0,5,"IGHV1-46","IGLV4-60",2.08820581356498e-05,0,3.48034302260831e-05,0,1.66666666666667
0,3,2,"IGHV4-4","IGLV5-52",0,2.39936656722625e-05,1.59957771148417e-05,Inf,Inf
0,1,4,"IGHV3-69-1","IGLV1-51",0,4.22815102955478e-06,1.69126041182191e-05,Inf,Inf
52,3,1,"IGHV4-30-2","IGLV1-47",0.000361955674351264,2.08820581356498e-05,6.96068604521662e-06,0.0576923076923077,0.0192307692307692
130,3,1,"IGHV7-4-1","IGKV1-12",0.00103972551246471,2.39936656722625e-05,7.99788855742084e-06,0.0230769230769231,0.00769230769230769
20,4,0,"IGHV3-66","IGLV2-11",8.45630205910955e-05,1.69126041182191e-05,0,0.2,0
12,1,3,"IGHV3-33","IGLV2-11",8.35282325425994e-05,6.96068604521662e-06,2.08820581356498e-05,0.0833333333333333,0.25
31,3,1,"IGHV1-2","IGKV1-NL1",0.000247934545280046,2.39936656722625e-05,7.99788855742084e-06,0.0967741935483871,0.032258064516129
51,1,3,"IGHV4-61","IGKV1D-12",0.000215635702507294,4.22815102955478e-06,1.26844530886643e-05,0.0196078431372549,0.0588235294117647
120,2,2,"IGHV1-18","IGKV3-15",0.000835282325425994,1.39213720904332e-05,1.39213720904332e-05,0.0166666666666667,0.0166666666666667
176,2,2,"IGHV4-30-4","IGKV1-17",0.00140762838610607,1.59957771148417e-05,1.59957771148417e-05,0.0113636363636364,0.0113636363636364
145,1,3,"IGHV4-34","IGLV3-21",0.000613081899285442,4.22815102955478e-06,1.26844530886643e-05,0.00689655172413793,0.0206896551724138
5,4,0,"IGHV3-20","IGKV1-12",3.48034302260831e-05,2.78427441808665e-05,0,0.8,0
45,2,2,"IGHV4-39","IGKV1-13",0.000359904985083938,1.59957771148417e-05,1.59957771148417e-05,0.0444444444444444,0.0444444444444444
55,3,1,"IGHV3-23","IGKV1-8",0.000232548306625513,1.26844530886643e-05,4.22815102955478e-06,0.0545454545454545,0.0181818181818182
24,0,4,"IGHV3-11","IGKV1-27",0.000167056465085199,0,2.78427441808665e-05,0,0.166666666666667
27,2,2,"IGHV1-8","IGKV2D-29",0.000215942991050363,1.59957771148417e-05,1.59957771148417e-05,0.0740740740740741,0.0740740740740741
19,0,4,"IGHV3-53","IGKV1-6",8.03348695615407e-05,0,1.69126041182191e-05,0,0.210526315789474
27,1,3,"IGHV3-49","IGKV3-11",0.000187938523220849,6.96068604521662e-06,2.08820581356498e-05,0.037037037037037,0.111111111111111
10,1,3,"IGHV3-21","IGLV7-43",7.99788855742084e-05,7.99788855742084e-06,2.39936656722625e-05,0.1,0.3
17,2,2,"IGHV3-43","IGLV6-57",7.18785675024312e-05,8.45630205910955e-06,8.45630205910955e-06,0.117647058823529,0.117647058823529
47,0,4,"IGHV1-18","IGLV1-36",0.000327152244125181,0,2.78427441808665e-05,0,0.0851063829787234
9,0,4,"IGHV3-21","IGKV2D-29",7.19809970167876e-05,0,3.19915542296834e-05,0,0.444444444444444
19,2,2,"IGHV3-13","IGKV3-20",8.03348695615407e-05,8.45630205910955e-06,8.45630205910955e-06,0.105263157894737,0.105263157894737
28,0,4,"IGHV3-74","IGLV8-61",0.000194899209266065,0,2.78427441808665e-05,0,0.142857142857143
36,3,1,"IGHV5-51","IGKV1-37",0.00028792398806715,2.39936656722625e-05,7.99788855742084e-06,0.0833333333333333,0.0277777777777778
17,4,0,"IGHV4-30-2","IGLV6-57",7.18785675024312e-05,1.69126041182191e-05,0,0.235294117647059,0
14,0,4,"IGHV1-58","IGKV1-9",9.74496046330326e-05,0,2.78427441808665e-05,0,0.285714285714286
49,1,3,"IGHV1-18","IGLV2-18",0.000391896539313621,7.99788855742084e-06,2.39936656722625e-05,0.0204081632653061,0.0612244897959184
7,2,2,"IGHV3-49","IGLV1-51",2.95970572068834e-05,8.45630205910955e-06,8.45630205910955e-06,0.285714285714286,0.285714285714286
14,1,3,"IGHV3-30","IGLV1-51",9.74496046330326e-05,6.96068604521662e-06,2.08820581356498e-05,0.0714285714285714,0.214285714285714
42,2,2,"IGHV4-38-2","IGLV1-40",0.000335911319411675,1.59957771148417e-05,1.59957771148417e-05,0.0476190476190476,0.0476190476190476
9,3,1,"IGHV3-13","IGLV7-46",3.8053359265993e-05,1.26844530886643e-05,4.22815102955478e-06,0.333333333333333,0.111111111111111
13,2,2,"IGHV5-10-1","IGLV1-51",9.0488918587816e-05,1.39213720904332e-05,1.39213720904332e-05,0.153846153846154,0.153846153846154
12,1,3,"IGHV3-13","IGLV6-57",9.59746626890501e-05,7.99788855742084e-06,2.39936656722625e-05,0.0833333333333333,0.25
19,2,2,"IGHV1-69","IGKV1-9",8.03348695615407e-05,8.45630205910955e-06,8.45630205910955e-06,0.105263157894737,0.105263157894737
15,2,2,"IGHV1-2","IGKV3D-20",0.000104410290678249,1.39213720904332e-05,1.39213720904332e-05,0.133333333333333,0.133333333333333
20,3,1,"IGHV3-74","IGLV1-36",0.000159957771148417,2.39936656722625e-05,7.99788855742084e-06,0.15,0.05
14,1,3,"IGHV1-69","IGKV3-15",5.91941144137669e-05,4.22815102955478e-06,1.26844530886643e-05,0.0714285714285714,0.214285714285714
16,4,0,"IGHV4-34","IGKV1-13",0.000111370976723466,2.78427441808665e-05,0,0.25,0
8,0,4,"IGHV3-64","IGLV2-11",6.39831084593667e-05,0,3.19915542296834e-05,0,0.5
28,3,1,"IGHV4-30-2","IGKV1-27",0.000118388228827534,1.26844530886643e-05,4.22815102955478e-06,0.107142857142857,0.0357142857142857
3,2,2,"IGHV3-73","IGLV7-43",2.08820581356498e-05,1.39213720904332e-05,1.39213720904332e-05,0.666666666666667,0.666666666666667
5,0,4,"IGHV3-9","IGLV1-50",3.99894427871042e-05,0,3.19915542296834e-05,0,0.8
10,0,4,"IGHV3-49","IGLV2-11",4.22815102955478e-05,0,1.69126041182191e-05,0,0.4
5,1,3,"IGHV3-72","IGLV2-18",3.48034302260831e-05,6.96068604521662e-06,2.08820581356498e-05,0.2,0.6
9,4,0,"IGHV1-46","IGKV1D-13",7.19809970167876e-05,3.19915542296834e-05,0,0.444444444444444,0
26,1,3,"IGHV3-23","IGKV2-40",0.000109931926768424,4.22815102955478e-06,1.26844530886643e-05,0.0384615384615385,0.115384615384615
6,3,1,"IGHV1-69","IGLV8-61",4.17641162712997e-05,2.08820581356498e-05,6.96068604521662e-06,0.5,0.166666666666667
1,4,0,"IGHV4-30-2","IGKV1-NL1",7.99788855742084e-06,3.19915542296834e-05,0,4,0
1,3,1,"IGHV3-20","IGLV2-18",4.22815102955478e-06,1.26844530886643e-05,4.22815102955478e-06,3,1
12,2,2,"IGHV3-9","IGKV1-NL1",8.35282325425994e-05,1.39213720904332e-05,1.39213720904332e-05,0.166666666666667,0.166666666666667
7,1,3,"IGHV1-8","IGLV4-60",5.59852199019459e-05,7.99788855742084e-06,2.39936656722625e-05,0.142857142857143,0.428571428571429
1,3,1,"IGHV3-30","IGKV1-13",4.22815102955478e-06,1.26844530886643e-05,4.22815102955478e-06,3,1
4,4,0,"IGHV3-15","IGLV1-50",2.78427441808665e-05,2.78427441808665e-05,0,1,0
3,4,0,"IGHV3-30","IGLV2-18",2.39936656722625e-05,3.19915542296834e-05,0,1.33333333333333,0
1,4,0,"IGHV1-18","IGLV5-37",4.22815102955478e-06,1.69126041182191e-05,0,4,0
0,4,0,"IGHV1-58","IGLV5-39",0,2.78427441808665e-05,0,Inf,NA
0,3,1,"IGHV3-73","IGLV2-5",0,2.39936656722625e-05,7.99788855742084e-06,Inf,Inf
0,0,4,"IGHV1-8","IGLV4-69",0,0,1.69126041182191e-05,NA,Inf
19,2,1,"IGHV5-10-1","IGKV2-28",0.000132253034859116,1.39213720904332e-05,6.96068604521662e-06,0.105263157894737,0.0526315789473684
59,2,1,"IGHV5-51","IGKV1D-13",0.00047187542488783,1.59957771148417e-05,7.99788855742084e-06,0.0338983050847458,0.0169491525423729
5,2,1,"IGHV3-48","IGKV1-13",2.11407551477739e-05,8.45630205910955e-06,4.22815102955478e-06,0.4,0.2
104,1,2,"IGHV3-33","IGKV1-39",0.000723911348702528,6.96068604521662e-06,1.39213720904332e-05,0.00961538461538461,0.0192307692307692
44,3,0,"IGHV3-13","IGKV1-5",0.000351907096526517,2.39936656722625e-05,0,0.0681818181818182,0
31,2,1,"IGHV1-46","IGKV2-29",0.000131072681916198,8.45630205910955e-06,4.22815102955478e-06,0.0645161290322581,0.032258064516129
39,2,1,"IGHV3-64","IGLV2-23",0.000271466755763448,1.39213720904332e-05,6.96068604521662e-06,0.0512820512820513,0.0256410256410256
77,2,1,"IGHV4-38-2","IGKV3-11",0.000615837418921405,1.59957771148417e-05,7.99788855742084e-06,0.025974025974026,0.012987012987013
30,3,0,"IGHV4-61","IGKV1-13",0.000126844530886643,1.26844530886643e-05,0,0.1,0
21,2,1,"IGHV3-13","IGKV3-11",0.000146174406949549,1.39213720904332e-05,6.96068604521662e-06,0.0952380952380952,0.0476190476190476
26,3,0,"IGHV1-18","IGKV1-NL1",0.000207945102492942,2.39936656722625e-05,0,0.115384615384615,0
248,1,2,"IGHV4-39","IGKV3-15",0.00104858145532958,4.22815102955478e-06,8.45630205910955e-06,0.00403225806451613,0.00806451612903226
144,2,1,"IGHV1-46","IGLV7-46",0.00100233879051119,1.39213720904332e-05,6.96068604521662e-06,0.0138888888888889,0.00694444444444444
54,2,1,"IGHV4-31","IGLV2-23",0.000431885982100725,1.59957771148417e-05,7.99788855742084e-06,0.037037037037037,0.0185185185185185
43,0,3,"IGHV1-2","IGKV1D-12",0.000181810494270855,0,1.26844530886643e-05,0,0.0697674418604651
39,2,1,"IGHV3-30","IGKV1-12",0.000271466755763448,1.39213720904332e-05,6.96068604521662e-06,0.0512820512820513,0.0256410256410256
27,0,3,"IGHV1-46","IGLV1-36",0.000215942991050363,0,2.39936656722625e-05,0,0.111111111111111
60,0,3,"IGHV4-61","IGKV1-NL1",0.000253689061773287,0,1.26844530886643e-05,0,0.05
31,1,2,"IGHV4-30-4","IGLV7-43",0.000215781267401715,6.96068604521662e-06,1.39213720904332e-05,0.032258064516129,0.0645161290322581
29,0,3,"IGHV7-4-1","IGLV1-36",0.000231938768165204,0,2.39936656722625e-05,0,0.103448275862069
11,0,3,"IGHV3-7","IGKV3D-15",4.65096613251025e-05,0,1.26844530886643e-05,0,0.272727272727273
59,3,0,"IGHV4-30-2","IGKV3-11",0.00041068047666778,2.08820581356498e-05,0,0.0508474576271186,0
28,0,3,"IGHV4-31","IGKV4-1",0.000223940879607784,0,2.39936656722625e-05,0,0.107142857142857
17,3,0,"IGHV1-58","IGKV1-27",7.18785675024312e-05,1.26844530886643e-05,0,0.176470588235294,0
47,1,2,"IGHV3-33","IGLV2-23",0.000327152244125181,6.96068604521662e-06,1.39213720904332e-05,0.0212765957446808,0.0425531914893617
22,2,1,"IGHV1-58","IGLV3-21",0.000175953548263259,1.59957771148417e-05,7.99788855742084e-06,0.0909090909090909,0.0454545454545455
107,2,1,"IGHV1-3","IGLV1-47",0.000452412160162361,8.45630205910955e-06,4.22815102955478e-06,0.0186915887850467,0.00934579439252337
22,1,2,"IGHV1-58","IGKV3-11",0.000153135092994766,6.96068604521662e-06,1.39213720904332e-05,0.0454545454545455,0.0909090909090909
45,0,3,"IGHV3-30","IGKV1-27",0.000359904985083938,0,2.39936656722625e-05,0,0.0666666666666667
19,3,0,"IGHV1-46","IGKV1-13",8.03348695615407e-05,1.26844530886643e-05,0,0.157894736842105,0
97,0,3,"IGHV4-39","IGLV1-36",0.000675186546386012,0,2.08820581356498e-05,0,0.0309278350515464
5,0,3,"IGHV3-7","IGLV1-50",3.99894427871042e-05,0,2.39936656722625e-05,0,0.6
29,0,3,"IGHV3-30","IGKV2-28",0.000122616379857088,0,1.26844530886643e-05,0,0.103448275862069
21,1,2,"IGHV4-39","IGKV3D-15",0.000146174406949549,6.96068604521662e-06,1.39213720904332e-05,0.0476190476190476,0.0952380952380952
16,0,3,"IGHV3-49","IGKV3-20",0.000127966216918733,0,2.39936656722625e-05,0,0.1875
8,2,1,"IGHV3-48","IGKV3D-20",3.38252082364382e-05,8.45630205910955e-06,4.22815102955478e-06,0.25,0.125
90,1,2,"IGHV3-53","IGKV3-11",0.000626461744069496,6.96068604521662e-06,1.39213720904332e-05,0.0111111111111111,0.0222222222222222
48,0,3,"IGHV3-33","IGLV1-44",0.0003838986507562,0,2.39936656722625e-05,0,0.0625
15,2,1,"IGHV4-4","IGKV1-13",6.34222654433216e-05,8.45630205910955e-06,4.22815102955478e-06,0.133333333333333,0.0666666666666667
9,3,0,"IGHV3-49","IGKV3-15",6.26461744069495e-05,2.08820581356498e-05,0,0.333333333333333,0
39,2,1,"IGHV4-61","IGKV2D-29",0.000311917653739413,1.59957771148417e-05,7.99788855742084e-06,0.0512820512820513,0.0256410256410256
2,3,0,"IGHV1-69","IGKV2-29",8.45630205910955e-06,1.26844530886643e-05,0,1.5,0
2,0,3,"IGHV3-43","IGLV7-43",1.39213720904332e-05,0,2.08820581356498e-05,0,1.5
18,0,3,"IGHV3-66","IGLV6-57",0.000143961994033575,0,2.39936656722625e-05,0,0.166666666666667
55,2,1,"IGHV1-18","IGLV8-61",0.000232548306625513,8.45630205910955e-06,4.22815102955478e-06,0.0363636363636364,0.0181818181818182
44,2,1,"IGHV3-72","IGKV3-20",0.000306270185989531,1.39213720904332e-05,6.96068604521662e-06,0.0454545454545455,0.0227272727272727
10,0,3,"IGHV3-23","IGKV1-16",7.99788855742084e-05,0,2.39936656722625e-05,0,0.3
25,0,3,"IGHV4-30-2","IGKV2-28",0.000105703775738869,0,1.26844530886643e-05,0,0.12
26,0,3,"IGHV3-30","IGLV6-57",0.000180977837175632,0,2.08820581356498e-05,0,0.115384615384615
8,0,3,"IGHV3-21","IGKV3D-20",6.39831084593667e-05,0,2.39936656722625e-05,0,0.375
13,2,1,"IGHV1-8","IGKV3D-15",5.49659633842121e-05,8.45630205910955e-06,4.22815102955478e-06,0.153846153846154,0.0769230769230769
68,0,3,"IGHV4-39","IGLV7-43",0.00047332665107473,0,2.08820581356498e-05,0,0.0441176470588235
6,3,0,"IGHV4-61","IGLV3-27",4.7987331344525e-05,2.39936656722625e-05,0,0.5,0
17,0,3,"IGHV4-34","IGLV2-18",7.18785675024312e-05,0,1.26844530886643e-05,0,0.176470588235294
4,0,3,"IGHV3-73","IGKV1-NL1",2.78427441808665e-05,0,2.08820581356498e-05,0,0.75
23,2,1,"IGHV1-2","IGKV1-13",0.000183951436820679,1.59957771148417e-05,7.99788855742084e-06,0.0869565217391304,0.0434782608695652
7,3,0,"IGHV5-51","IGKV2-24",2.95970572068834e-05,1.26844530886643e-05,0,0.428571428571429,0
15,0,3,"IGHV3-74","IGKV2D-29",0.000104410290678249,0,2.08820581356498e-05,0,0.2
5,3,0,"IGHV3-49","IGKV1-6",3.99894427871042e-05,2.39936656722625e-05,0,0.6,0
1,1,2,"IGHV3-48","IGLV4-60",4.22815102955478e-06,4.22815102955478e-06,8.45630205910955e-06,1,2
5,2,1,"IGHV3-74","IGLV3-25",3.48034302260831e-05,1.39213720904332e-05,6.96068604521662e-06,0.4,0.2
16,1,2,"IGHV3-13","IGKV1-9",0.000127966216918733,7.99788855742084e-06,1.59957771148417e-05,0.0625,0.125
7,2,1,"IGHV3-23","IGKV3D-11",2.95970572068834e-05,8.45630205910955e-06,4.22815102955478e-06,0.285714285714286,0.142857142857143
9,3,0,"IGHV3-33","IGKV1-9",6.26461744069495e-05,2.08820581356498e-05,0,0.333333333333333,0
6,1,2,"IGHV3-64D","IGLV1-47",4.7987331344525e-05,7.99788855742084e-06,1.59957771148417e-05,0.166666666666667,0.333333333333333
5,2,1,"IGHV3-64","IGKV2-28",2.11407551477739e-05,8.45630205910955e-06,4.22815102955478e-06,0.4,0.2
18,1,2,"IGHV3-74","IGKV1D-12",0.000125292348813899,6.96068604521662e-06,1.39213720904332e-05,0.0555555555555556,0.111111111111111
5,0,3,"IGHV3-7","IGLV4-60",3.99894427871042e-05,0,2.39936656722625e-05,0,0.6
2,2,1,"IGHV3-43D","IGKV4-1",8.45630205910955e-06,8.45630205910955e-06,4.22815102955478e-06,1,0.5
4,0,3,"IGHV4-61","IGLV3-12",2.78427441808665e-05,0,2.08820581356498e-05,0,0.75
4,3,0,"IGHV3-9","IGKV1-13",3.19915542296834e-05,2.39936656722625e-05,0,0.75,0
9,2,1,"IGHV3-23","IGLV9-49",3.8053359265993e-05,8.45630205910955e-06,4.22815102955478e-06,0.222222222222222,0.111111111111111
1,2,1,"IGHV3-9","IGLV2-5",6.96068604521662e-06,1.39213720904332e-05,6.96068604521662e-06,2,1
6,2,1,"IGHV1-2","IGKV2-40",4.7987331344525e-05,1.59957771148417e-05,7.99788855742084e-06,0.333333333333333,0.166666666666667
4,1,2,"IGHV3-43D","IGLV1-44",1.69126041182191e-05,4.22815102955478e-06,8.45630205910955e-06,0.25,0.5
1,2,1,"IGHV3-30","IGLV2-5",6.96068604521662e-06,1.39213720904332e-05,6.96068604521662e-06,2,1
1,0,3,"IGHV1-2","IGLV4-60",7.99788855742084e-06,0,2.39936656722625e-05,0,3
