"P0_Ab","P3_cm","P3_wt","IGH","IGL","P0_Ab_Ratio","P3_cm_Ratio","P3_wt_Ratio","P3_cmR","P3_wtR"
91,20,20,"IGHV3-7","IGKV1-9",0.000384761743689485,8.45630205910955e-05,8.45630205910955e-05,0.21978021978022,0.21978021978022
106,15,25,"IGHV1-2","IGLV6-57",0.000737832720792961,0.000104410290678249,0.000174017151130415,0.141509433962264,0.235849056603774
4,29,11,"IGHV3-20","IGKV4-1",3.19915542296834e-05,0.000231938768165204,8.79767741316293e-05,7.25,2.75
145,15,23,"IGHV3-74","IGLV3-21",0.000613081899285442,6.34222654433216e-05,9.72474736797598e-05,0.103448275862069,0.158620689655172
138,17,20,"IGHV5-51","IGLV7-43",0.000960574674239893,0.000118331662768682,0.000139213720904332,0.123188405797101,0.144927536231884
134,11,26,"IGHV1-18","IGLV6-57",0.00107171706669439,8.79767741316293e-05,0.000207945102492942,0.082089552238806,0.194029850746269
493,21,16,"IGHV4-39","IGKV1-33",0.0020844784575705,8.87911716206503e-05,6.76504164728764e-05,0.0425963488843813,0.0324543610547667
140,18,19,"IGHV3-48","IGKV3-11",0.000974496046330326,0.000125292348813899,0.000132253034859116,0.128571428571429,0.135714285714286
128,26,10,"IGHV1-2","IGKV1-12",0.00102372973534987,0.000207945102492942,7.99788855742084e-05,0.203125,0.078125
16,14,22,"IGHV3-73","IGLV6-57",6.76504164728764e-05,5.91941144137669e-05,9.30193226502051e-05,0.875,1.375
25,21,15,"IGHV3-73","IGLV3-21",0.000174017151130415,0.000146174406949549,0.000104410290678249,0.84,0.6
136,30,6,"IGHV3-53","IGLV2-23",0.00108771284380923,0.000239936656722625,4.7987331344525e-05,0.220588235294118,0.0441176470588235
3,17,19,"IGHV3-69-1","IGLV2-8",1.26844530886643e-05,7.18785675024312e-05,8.03348695615407e-05,5.66666666666667,6.33333333333333
275,7,28,"IGHV3-7","IGKV1-5",0.00191418866243457,4.87248023165163e-05,0.000194899209266065,0.0254545454545455,0.101818181818182
182,12,23,"IGHV1-2","IGLV3-21",0.00145561571745059,9.59746626890501e-05,0.000183951436820679,0.0659340659340659,0.126373626373626
79,11,24,"IGHV4-4","IGLV1-51",0.000334023931334827,4.65096613251025e-05,0.000101475624709315,0.139240506329114,0.30379746835443
130,20,15,"IGHV3-7","IGKV1-27",0.00090488918587816,0.000139213720904332,0.000104410290678249,0.153846153846154,0.115384615384615
161,11,24,"IGHV1-3","IGLV1-44",0.00128766005774476,8.79767741316293e-05,0.0001919493253781,0.0683229813664596,0.149068322981366
99,5,30,"IGHV3-48","IGLV3-21",0.000418586951925923,2.11407551477739e-05,0.000126844530886643,0.0505050505050505,0.303030303030303
44,6,29,"IGHV3-72","IGLV3-21",0.000306270185989531,4.17641162712997e-05,0.000201859895311282,0.136363636363636,0.659090909090909
47,25,10,"IGHV4-59","IGKV2D-29",0.00037590076219878,0.000199947213935521,7.99788855742084e-05,0.531914893617021,0.212765957446808
687,21,13,"IGHV5-51","IGKV3-15",0.00290473975730413,8.87911716206503e-05,5.49659633842121e-05,0.0305676855895197,0.0189228529839884
145,6,28,"IGHV7-4-1","IGLV1-40",0.00100929947655641,4.17641162712997e-05,0.000194899209266065,0.0413793103448276,0.193103448275862
11,17,17,"IGHV3-49","IGKV1-9",8.79767741316293e-05,0.000135964105476154,0.000135964105476154,1.54545454545455,1.54545454545455
44,13,21,"IGHV3-13","IGLV1-44",0.00018603864530041,5.49659633842121e-05,8.87911716206503e-05,0.295454545454545,0.477272727272727
17,6,28,"IGHV3-11","IGLV7-46",0.000118331662768682,4.17641162712997e-05,0.000194899209266065,0.352941176470588,1.64705882352941
0,1,33,"IGHV3-33","IGKV3-7",0,7.99788855742084e-06,0.000263930322394888,Inf,Inf
349,15,18,"IGHV4-30-4","IGKV4-1",0.00147562470931462,6.34222654433216e-05,7.6106718531986e-05,0.0429799426934097,0.0515759312320917
185,8,25,"IGHV3-74","IGLV1-47",0.00128772691836507,5.56854883617329e-05,0.000174017151130415,0.0432432432432432,0.135135135135135
213,2,31,"IGHV4-59","IGLV1-51",0.00170355026273064,1.59957771148417e-05,0.000247934545280046,0.00938967136150235,0.145539906103286
67,12,21,"IGHV3-48","IGLV2-11",0.00028328611898017,5.07378123546573e-05,8.87911716206503e-05,0.17910447761194,0.313432835820896
76,24,9,"IGHV3-66","IGLV2-23",0.000529012139436463,0.000167056465085199,6.26461744069495e-05,0.315789473684211,0.118421052631579
101,25,8,"IGHV4-30-2","IGLV2-23",0.000807786744299505,0.000199947213935521,6.39831084593667e-05,0.247524752475248,0.0792079207920792
16,13,19,"IGHV1-69","IGLV2-11",6.76504164728764e-05,5.49659633842121e-05,8.03348695615407e-05,0.8125,1.1875
389,21,10,"IGHV3-23","IGKV3-15",0.00270770687158926,0.000146174406949549,6.96068604521662e-05,0.0539845758354756,0.025706940874036
307,4,27,"IGHV4-30-4","IGKV3-20",0.0024553517871282,3.19915542296834e-05,0.000215942991050363,0.0130293159609121,0.0879478827361563
248,19,12,"IGHV1-3","IGLV2-8",0.00104858145532958,8.03348695615407e-05,5.07378123546573e-05,0.0766129032258065,0.0483870967741935
304,12,19,"IGHV1-18","IGKV3-11",0.00211604855774585,8.35282325425994e-05,0.000132253034859116,0.0394736842105263,0.0625
43,8,23,"IGHV3-72","IGLV1-40",0.000343909207969096,6.39831084593667e-05,0.000183951436820679,0.186046511627907,0.534883720930233
136,13,18,"IGHV3-30","IGLV2-8",0.00057502854001945,5.49659633842121e-05,7.6106718531986e-05,0.0955882352941176,0.132352941176471
159,15,16,"IGHV4-34","IGLV1-40",0.00110674908118944,0.000104410290678249,0.000111370976723466,0.0943396226415094,0.10062893081761
71,10,21,"IGHV7-4-1","IGKV2-30",0.00056785008757688,7.99788855742084e-05,0.000167955659705838,0.140845070422535,0.295774647887324
21,18,13,"IGHV3-15","IGLV1-36",8.87911716206503e-05,7.6106718531986e-05,5.49659633842121e-05,0.857142857142857,0.619047619047619
223,10,20,"IGHV1-8","IGLV3-21",0.00155223298808331,6.96068604521662e-05,0.000139213720904332,0.0448430493273543,0.0896860986547085
234,24,6,"IGHV1-18","IGLV3-21",0.00187150592243648,0.0001919493253781,4.7987331344525e-05,0.102564102564103,0.0256410256410256
77,14,16,"IGHV3-7","IGKV2-28",0.000325567629275718,5.91941144137669e-05,6.76504164728764e-05,0.181818181818182,0.207792207792208
45,13,17,"IGHV5-10-1","IGKV4-1",0.000313230872034748,9.0488918587816e-05,0.000118331662768682,0.288888888888889,0.377777777777778
29,5,25,"IGHV3-73","IGLV2-11",0.000231938768165204,3.99894427871042e-05,0.000199947213935521,0.172413793103448,0.862068965517241
58,18,12,"IGHV3-7","IGKV1-6",0.000245232759714177,7.6106718531986e-05,5.07378123546573e-05,0.310344827586207,0.206896551724138
39,18,12,"IGHV3-48","IGKV1-6",0.000271466755763448,0.000125292348813899,8.35282325425994e-05,0.461538461538462,0.307692307692308
413,3,26,"IGHV1-18","IGKV1-5",0.00330312797421481,2.39936656722625e-05,0.000207945102492942,0.00726392251815981,0.062953995157385
254,12,17,"IGHV1-18","IGLV1-40",0.00107395036150691,5.07378123546573e-05,7.18785675024312e-05,0.047244094488189,0.0669291338582677
276,13,16,"IGHV4-4","IGKV1-5",0.00192114934847979,9.0488918587816e-05,0.000111370976723466,0.0471014492753623,0.0579710144927536
68,7,22,"IGHV7-4-1","IGLV6-57",0.000543856421904617,5.59852199019459e-05,0.000175953548263259,0.102941176470588,0.323529411764706
15,10,19,"IGHV3-11","IGKV2-28",6.34222654433216e-05,4.22815102955478e-05,8.03348695615407e-05,0.666666666666667,1.26666666666667
7,25,4,"IGHV3-15","IGKV1-13",4.87248023165163e-05,0.000174017151130415,2.78427441808665e-05,3.57142857142857,0.571428571428571
88,16,12,"IGHV1-8","IGKV1-6",0.000703814193053034,0.000127966216918733,9.59746626890501e-05,0.181818181818182,0.136363636363636
137,17,11,"IGHV3-48","IGLV1-47",0.000579256691049004,7.18785675024312e-05,4.65096613251025e-05,0.124087591240876,0.0802919708029197
21,13,15,"IGHV3-20","IGLV1-44",0.000146174406949549,9.0488918587816e-05,0.000104410290678249,0.619047619047619,0.714285714285714
109,8,20,"IGHV1-46","IGLV6-57",0.000871769852758872,6.39831084593667e-05,0.000159957771148417,0.073394495412844,0.18348623853211
113,4,24,"IGHV4-4","IGKV1-17",0.00047778106633969,1.69126041182191e-05,0.000101475624709315,0.0353982300884956,0.212389380530973
162,12,16,"IGHV5-51","IGKV2-29",0.00112763113932509,8.35282325425994e-05,0.000111370976723466,0.0740740740740741,0.0987654320987654
12,15,13,"IGHV3-73","IGKV1-6",9.59746626890501e-05,0.000119968328361313,0.000103972551246471,1.25,1.08333333333333
15,25,3,"IGHV3-48","IGKV2-29",6.34222654433216e-05,0.000105703775738869,1.26844530886643e-05,1.66666666666667,0.2
79,13,14,"IGHV3-21","IGLV1-40",0.000549894197572113,9.0488918587816e-05,9.74496046330326e-05,0.164556962025316,0.177215189873418
278,6,21,"IGHV4-61","IGKV1-12",0.00222341301896299,4.7987331344525e-05,0.000167955659705838,0.0215827338129496,0.0755395683453237
382,7,20,"IGHV4-59","IGKV1-12",0.00161515369328992,2.95970572068834e-05,8.45630205910955e-05,0.0183246073298429,0.0523560209424084
69,3,24,"IGHV3-64","IGLV2-14",0.000480287337119947,2.08820581356498e-05,0.000167056465085199,0.0434782608695652,0.347826086956522
13,8,19,"IGHV3-72","IGLV1-51",0.000103972551246471,6.39831084593667e-05,0.000151959882590996,0.615384615384615,1.46153846153846
153,18,9,"IGHV3-43","IGKV1-39",0.000646907107521881,7.6106718531986e-05,3.8053359265993e-05,0.117647058823529,0.0588235294117647
45,6,21,"IGHV4-30-2","IGLV3-21",0.000313230872034748,4.17641162712997e-05,0.000146174406949549,0.133333333333333,0.466666666666667
86,11,16,"IGHV3-7","IGLV7-46",0.000687818415938192,8.79767741316293e-05,0.000127966216918733,0.127906976744186,0.186046511627907
29,26,1,"IGHV1-8","IGLV7-43",0.000122616379857088,0.000109931926768424,4.22815102955478e-06,0.896551724137931,0.0344827586206897
16,12,15,"IGHV3-23","IGLV4-60",0.000111370976723466,8.35282325425994e-05,0.000104410290678249,0.75,0.9375
10,15,12,"IGHV3-69-1","IGLV2-14",7.99788855742084e-05,0.000119968328361313,9.59746626890501e-05,1.5,1.2
235,18,8,"IGHV1-46","IGKV1-33",0.000993615491945372,7.6106718531986e-05,3.38252082364382e-05,0.0765957446808511,0.0340425531914894
542,4,22,"IGHV4-59","IGLV3-21",0.00377269183650741,2.78427441808665e-05,0.000153135092994766,0.00738007380073801,0.040590405904059
54,13,13,"IGHV3-9","IGLV2-11",0.000431885982100725,0.000103972551246471,0.000103972551246471,0.240740740740741,0.240740740740741
85,5,21,"IGHV7-4-1","IGKV1-9",0.000359392837512156,2.11407551477739e-05,8.87911716206503e-05,0.0588235294117647,0.247058823529412
28,15,11,"IGHV3-49","IGKV4-1",0.000194899209266065,0.000104410290678249,7.65675464973828e-05,0.535714285714286,0.392857142857143
4,9,17,"IGHV3-73","IGKV2-29",3.19915542296834e-05,7.19809970167876e-05,0.000135964105476154,2.25,4.25
295,6,19,"IGHV4-59","IGKV1-9",0.00124730455371866,2.53689061773287e-05,8.03348695615407e-05,0.0203389830508475,0.0644067796610169
290,14,11,"IGHV4-61","IGKV1-27",0.00201859895311282,9.74496046330326e-05,7.65675464973828e-05,0.0482758620689655,0.0379310344827586
704,11,14,"IGHV4-59","IGKV3-11",0.00563051354442427,8.79767741316293e-05,0.000111970439803892,0.015625,0.0198863636363636
27,8,17,"IGHV3-11","IGKV3-11",0.000114160077797979,3.38252082364382e-05,7.18785675024312e-05,0.296296296296296,0.62962962962963
16,22,3,"IGHV3-11","IGKV1-17",0.000111370976723466,0.000153135092994766,2.08820581356498e-05,1.375,0.1875
199,8,17,"IGHV4-61","IGKV2-30",0.00159157982292675,6.39831084593667e-05,0.000135964105476154,0.0402010050251256,0.085427135678392
32,11,14,"IGHV3-9","IGKV1-9",0.000135300832945753,4.65096613251025e-05,5.91941144137669e-05,0.34375,0.4375
19,4,21,"IGHV3-7","IGKV2-29",0.000132253034859116,2.78427441808665e-05,0.000146174406949549,0.210526315789474,1.10526315789474
248,6,18,"IGHV4-61","IGLV7-46",0.00198347636224037,4.7987331344525e-05,0.000143961994033575,0.0241935483870968,0.0725806451612903
638,5,19,"IGHV4-39","IGLV1-47",0.00269756035685595,2.11407551477739e-05,8.03348695615407e-05,0.00783699059561128,0.0297805642633229
87,20,4,"IGHV3-43","IGLV2-23",0.000605579685933846,0.000139213720904332,2.78427441808665e-05,0.229885057471264,0.0459770114942529
171,21,3,"IGHV3-21","IGKV1-5",0.00136763894331896,0.000167955659705838,2.39936656722625e-05,0.12280701754386,0.0175438596491228
140,10,14,"IGHV4-30-4","IGLV6-57",0.000591941144137669,4.22815102955478e-05,5.91941144137669e-05,0.0714285714285714,0.1
342,5,19,"IGHV4-30-4","IGLV1-47",0.00238055462746408,3.48034302260831e-05,0.000132253034859116,0.0146198830409357,0.0555555555555556
54,6,18,"IGHV3-21","IGLV6-57",0.000431885982100725,4.7987331344525e-05,0.000143961994033575,0.111111111111111,0.333333333333333
66,10,14,"IGHV5-10-1","IGLV1-44",0.000279057967950615,4.22815102955478e-05,5.91941144137669e-05,0.151515151515152,0.212121212121212
2,12,12,"IGHV3-74","IGLV2-5",1.39213720904332e-05,8.35282325425994e-05,8.35282325425994e-05,6,6
27,16,8,"IGHV3-73","IGKV1-33",0.000215942991050363,0.000127966216918733,6.39831084593667e-05,0.592592592592593,0.296296296296296
124,18,5,"IGHV1-46","IGKV2-28",0.000524290727664792,7.6106718531986e-05,2.11407551477739e-05,0.145161290322581,0.0403225806451613
219,17,6,"IGHV1-18","IGKV1-33",0.00152439024390244,0.000118331662768682,4.17641162712997e-05,0.0776255707762557,0.0273972602739726
118,11,12,"IGHV1-2","IGKV2-28",0.000943750849775659,8.79767741316293e-05,9.59746626890501e-05,0.0932203389830508,0.101694915254237
32,10,13,"IGHV3-49","IGLV1-44",0.000135300832945753,4.22815102955478e-05,5.49659633842121e-05,0.3125,0.40625
112,11,12,"IGHV1-8","IGKV1-9",0.000779596837064261,7.65675464973828e-05,8.35282325425994e-05,0.0982142857142857,0.107142857142857
44,4,19,"IGHV1-8","IGLV1-36",0.000351907096526517,3.19915542296834e-05,0.000151959882590996,0.0909090909090909,0.431818181818182
115,7,16,"IGHV1-18","IGKV1-9",0.000486237368398799,2.95970572068834e-05,6.76504164728764e-05,0.0608695652173913,0.139130434782609
40,8,15,"IGHV1-69","IGKV3-11",0.000278427441808665,5.56854883617329e-05,0.000104410290678249,0.2,0.375
173,5,18,"IGHV4-4","IGKV3-20",0.00138363472043381,3.99894427871042e-05,0.000143961994033575,0.0289017341040462,0.104046242774566
146,11,12,"IGHV3-74","IGKV3-20",0.000617310050314997,4.65096613251025e-05,5.07378123546573e-05,0.0753424657534247,0.0821917808219178
90,3,20,"IGHV3-21","IGLV3-21",0.000626461744069496,2.08820581356498e-05,0.000139213720904332,0.0333333333333333,0.222222222222222
102,5,17,"IGHV3-53","IGLV1-44",0.000815784632856926,3.99894427871042e-05,0.000135964105476154,0.0490196078431373,0.166666666666667
602,5,17,"IGHV4-59","IGLV1-47",0.00254534691979197,2.11407551477739e-05,7.18785675024312e-05,0.00830564784053156,0.0282392026578073
289,4,18,"IGHV1-46","IGKV3-11",0.0020116382670676,2.78427441808665e-05,0.000125292348813899,0.013840830449827,0.0622837370242215
35,8,14,"IGHV1-69","IGLV1-47",0.000279926099509729,6.39831084593667e-05,0.000111970439803892,0.228571428571429,0.4
42,7,15,"IGHV5-10-1","IGKV1-33",0.000177582343241301,2.95970572068834e-05,6.34222654433216e-05,0.166666666666667,0.357142857142857
147,6,16,"IGHV7-4-1","IGKV1-33",0.00102322084864684,4.17641162712997e-05,0.000111370976723466,0.0408163265306122,0.108843537414966
102,9,13,"IGHV4-34","IGLV2-11",0.000815784632856926,7.19809970167876e-05,0.000103972551246471,0.0882352941176471,0.127450980392157
50,3,19,"IGHV5-10-1","IGLV1-47",0.000211407551477739,1.26844530886643e-05,8.03348695615407e-05,0.06,0.38
6,3,19,"IGHV3-53","IGKV2-29",4.17641162712997e-05,2.08820581356498e-05,0.000132253034859116,0.5,3.16666666666667
23,0,22,"IGHV3-43","IGLV2-11",0.000183951436820679,0,0.000175953548263259,0,0.956521739130435
15,10,12,"IGHV5-51","IGLV2-5",6.34222654433216e-05,4.22815102955478e-05,5.07378123546573e-05,0.666666666666667,0.8
5,1,21,"IGHV4-30-2","IGLV8-61",3.48034302260831e-05,6.96068604521662e-06,0.000146174406949549,0.2,4.2
128,4,17,"IGHV4-38-2","IGLV2-8",0.00102372973534987,3.19915542296834e-05,0.000135964105476154,0.03125,0.1328125
14,1,20,"IGHV5-10-1","IGLV6-57",5.91941144137669e-05,4.22815102955478e-06,8.45630205910955e-05,0.0714285714285714,1.42857142857143
174,5,16,"IGHV4-30-4","IGLV2-11",0.00121115937186769,3.48034302260831e-05,0.000111370976723466,0.028735632183908,0.0919540229885057
13,0,21,"IGHV1-58","IGKV1-12",0.000103972551246471,0,0.000167955659705838,0,1.61538461538462
142,10,11,"IGHV1-8","IGKV1-17",0.000600397446196778,4.22815102955478e-05,4.65096613251025e-05,0.0704225352112676,0.0774647887323944
5,5,16,"IGHV3-7","IGLV2-5",3.48034302260831e-05,3.48034302260831e-05,0.000111370976723466,1,3.2
69,0,21,"IGHV3-30-3","IGLV2-14",0.000551854310462038,0,0.000167955659705838,0,0.304347826086957
129,9,12,"IGHV3-74","IGKV1-27",0.000545431482812566,3.8053359265993e-05,5.07378123546573e-05,0.0697674418604651,0.0930232558139535
110,7,14,"IGHV4-34","IGKV2-30",0.000765675464973828,4.87248023165163e-05,9.74496046330326e-05,0.0636363636363636,0.127272727272727
39,1,20,"IGHV3-72","IGKV1-12",0.000311917653739413,7.99788855742084e-06,0.000159957771148417,0.0256410256410256,0.512820512820513
16,7,14,"IGHV3-9","IGLV2-18",6.76504164728764e-05,2.95970572068834e-05,5.91941144137669e-05,0.4375,0.875
16,10,11,"IGHV3-21","IGKV2-29",0.000111370976723466,6.96068604521662e-05,7.65675464973828e-05,0.625,0.6875
27,13,7,"IGHV3-73","IGLV7-46",0.000215942991050363,0.000103972551246471,5.59852199019459e-05,0.481481481481481,0.259259259259259
84,1,19,"IGHV1-3","IGKV1-12",0.000355164686482601,4.22815102955478e-06,8.03348695615407e-05,0.0119047619047619,0.226190476190476
27,8,12,"IGHV3-72","IGKV2-30",0.000187938523220849,5.56854883617329e-05,8.35282325425994e-05,0.296296296296296,0.444444444444444
138,3,17,"IGHV3-21","IGKV3-11",0.00110370862092408,2.39936656722625e-05,0.000135964105476154,0.0217391304347826,0.123188405797101
45,10,10,"IGHV3-9","IGKV1-17",0.000190266796329965,4.22815102955478e-05,4.22815102955478e-05,0.222222222222222,0.222222222222222
58,8,12,"IGHV3-9","IGKV1-12",0.000403719790622564,5.56854883617329e-05,8.35282325425994e-05,0.137931034482759,0.206896551724138
117,6,14,"IGHV1-2","IGKV3-15",0.000935752961218238,4.7987331344525e-05,0.000111970439803892,0.0512820512820513,0.11965811965812
69,10,10,"IGHV3-66","IGLV1-44",0.00029174242103928,4.22815102955478e-05,4.22815102955478e-05,0.144927536231884,0.144927536231884
46,8,12,"IGHV3-48","IGLV6-57",0.000320191558079964,5.56854883617329e-05,8.35282325425994e-05,0.173913043478261,0.260869565217391
16,3,17,"IGHV3-72","IGLV6-57",0.000127966216918733,2.39936656722625e-05,0.000135964105476154,0.1875,1.0625
113,4,16,"IGHV4-30-4","IGLV1-51",0.00047778106633969,1.69126041182191e-05,6.76504164728764e-05,0.0353982300884956,0.141592920353982
47,8,12,"IGHV3-53","IGKV2-30",0.000327152244125181,5.56854883617329e-05,8.35282325425994e-05,0.170212765957447,0.25531914893617
18,7,13,"IGHV3-43","IGKV2-28",0.000143961994033575,5.59852199019459e-05,0.000103972551246471,0.388888888888889,0.722222222222222
35,7,13,"IGHV3-11","IGLV1-47",0.000147985286034417,2.95970572068834e-05,5.49659633842121e-05,0.2,0.371428571428571
27,13,7,"IGHV3-73","IGKV3-20",0.000187938523220849,9.0488918587816e-05,4.87248023165163e-05,0.481481481481482,0.259259259259259
26,9,11,"IGHV4-4","IGLV1-36",0.000207945102492942,7.19809970167876e-05,8.79767741316293e-05,0.346153846153846,0.423076923076923
35,4,16,"IGHV3-21","IGKV1-6",0.000147985286034417,1.69126041182191e-05,6.76504164728764e-05,0.114285714285714,0.457142857142857
825,10,9,"IGHV4-39","IGKV1-5",0.00574256598730371,6.96068604521662e-05,6.26461744069495e-05,0.0121212121212121,0.0109090909090909
135,15,4,"IGHV4-38-2","IGLV2-23",0.00107971495525181,0.000119968328361313,3.19915542296834e-05,0.111111111111111,0.0296296296296296
87,11,8,"IGHV1-58","IGKV1-39",0.000367849139571265,4.65096613251025e-05,3.38252082364382e-05,0.126436781609195,0.0919540229885058
156,6,13,"IGHV7-4-1","IGKV3-20",0.00108586702305379,4.17641162712997e-05,9.0488918587816e-05,0.0384615384615385,0.0833333333333333
48,5,14,"IGHV3-11","IGKV1-5",0.0003838986507562,3.99894427871042e-05,0.000111970439803892,0.104166666666667,0.291666666666667
103,12,7,"IGHV3-48","IGKV1-27",0.000435499556044142,5.07378123546573e-05,2.95970572068834e-05,0.116504854368932,0.0679611650485437
6,3,16,"IGHV1-8","IGLV1-50",4.17641162712997e-05,2.08820581356498e-05,0.000111370976723466,0.5,2.66666666666667
0,3,16,"IGHV3-9","IGLV5-37",0,2.39936656722625e-05,0.000127966216918733,Inf,Inf
235,4,14,"IGHV4-39","IGKV1-6",0.000993615491945372,1.69126041182191e-05,5.91941144137669e-05,0.0170212765957447,0.0595744680851064
33,6,12,"IGHV3-9","IGKV2-28",0.000229702639492148,4.17641162712997e-05,8.35282325425994e-05,0.181818181818182,0.363636363636364
21,2,16,"IGHV5-10-1","IGLV2-11",0.000167955659705838,1.59957771148417e-05,0.000127966216918733,0.0952380952380952,0.761904761904762
138,10,8,"IGHV7-4-1","IGLV3-21",0.000583484842078559,4.22815102955478e-05,3.38252082364382e-05,0.072463768115942,0.0579710144927536
250,10,8,"IGHV4-39","IGKV1-9",0.00174017151130415,6.96068604521662e-05,5.56854883617329e-05,0.04,0.032
356,9,9,"IGHV4-30-4","IGKV3-11",0.00284724832644182,7.19809970167876e-05,7.19809970167876e-05,0.0252808988764045,0.0252808988764045
44,12,6,"IGHV4-61","IGLV7-43",0.00018603864530041,5.07378123546573e-05,2.53689061773287e-05,0.272727272727273,0.136363636363636
46,2,16,"IGHV5-10-1","IGLV3-21",0.000320191558079964,1.39213720904332e-05,0.000111370976723466,0.0434782608695652,0.347826086956522
21,12,6,"IGHV3-7","IGKV1-NL1",0.000167955659705838,9.59746626890501e-05,4.7987331344525e-05,0.571428571428571,0.285714285714286
50,6,12,"IGHV4-30-4","IGLV8-61",0.000211407551477739,2.53689061773287e-05,5.07378123546573e-05,0.12,0.24
52,6,12,"IGHV5-10-1","IGKV3-20",0.000361955674351264,4.17641162712997e-05,8.35282325425994e-05,0.115384615384615,0.230769230769231
13,1,17,"IGHV3-64D","IGLV1-44",0.000103972551246471,7.99788855742084e-06,0.000135964105476154,0.0769230769230769,1.30769230769231
79,2,16,"IGHV4-59","IGKV1D-12",0.000334023931334827,8.45630205910955e-06,6.76504164728764e-05,0.0253164556962025,0.20253164556962
68,13,5,"IGHV3-21","IGLV2-11",0.00047332665107473,9.0488918587816e-05,3.48034302260831e-05,0.191176470588235,0.0735294117647059
34,3,15,"IGHV1-58","IGLV1-44",0.000271928210952309,2.39936656722625e-05,0.000119968328361313,0.0882352941176471,0.441176470588235
8,12,6,"IGHV3-13","IGKV2-28",3.38252082364382e-05,5.07378123546573e-05,2.53689061773287e-05,1.5,0.75
15,10,8,"IGHV3-11","IGLV1-51",0.000104410290678249,6.96068604521662e-05,5.56854883617329e-05,0.666666666666667,0.533333333333333
0,12,6,"IGHV1-2","IGLV5-37",0,9.59746626890501e-05,4.7987331344525e-05,Inf,Inf
8,14,3,"IGHV3-15","IGKV1-8",3.38252082364382e-05,5.91941144137669e-05,1.26844530886643e-05,1.75,0.375
34,5,12,"IGHV3-73","IGLV1-47",0.000236663325537365,3.48034302260831e-05,8.35282325425994e-05,0.147058823529412,0.352941176470588
101,8,9,"IGHV3-48","IGKV3-20",0.000807786744299505,6.39831084593667e-05,7.19809970167876e-05,0.0792079207920792,0.0891089108910891
151,7,10,"IGHV3-53","IGLV2-8",0.000638450805462771,2.95970572068834e-05,4.22815102955478e-05,0.0463576158940397,0.0662251655629139
79,1,16,"IGHV4-38-2","IGLV1-44",0.000549894197572113,6.96068604521662e-06,0.000111370976723466,0.0126582278481013,0.20253164556962
30,7,10,"IGHV3-74","IGLV2-18",0.000239936656722625,5.59852199019459e-05,7.99788855742084e-05,0.233333333333333,0.333333333333333
30,8,9,"IGHV3-7","IGLV1-36",0.000126844530886643,3.38252082364382e-05,3.8053359265993e-05,0.266666666666667,0.3
64,12,5,"IGHV3-30","IGKV4-1",0.000445483906893863,8.35282325425994e-05,3.48034302260831e-05,0.1875,0.078125
40,1,16,"IGHV3-53","IGLV3-21",0.000319915542296834,7.99788855742084e-06,0.000127966216918733,0.025,0.4
20,3,14,"IGHV3-49","IGLV3-21",8.45630205910955e-05,1.26844530886643e-05,5.91941144137669e-05,0.15,0.7
17,1,16,"IGHV5-51","IGLV3-12",0.000118331662768682,6.96068604521662e-06,0.000111370976723466,0.0588235294117647,0.941176470588235
15,12,5,"IGHV3-11","IGKV1-33",0.000119968328361313,9.59746626890501e-05,3.99894427871042e-05,0.8,0.333333333333333
4,7,10,"IGHV3-15","IGLV4-60",1.69126041182191e-05,2.95970572068834e-05,4.22815102955478e-05,1.75,2.5
239,7,9,"IGHV1-46","IGLV1-40",0.00166360396480677,4.87248023165163e-05,6.26461744069495e-05,0.0292887029288703,0.0376569037656904
173,8,8,"IGHV1-2","IGKV1-27",0.00138363472043381,6.39831084593667e-05,6.39831084593667e-05,0.046242774566474,0.046242774566474
204,9,7,"IGHV4-39","IGLV1-51",0.000862542810029174,3.8053359265993e-05,2.95970572068834e-05,0.0441176470588235,0.0343137254901961
10,2,14,"IGHV3-9","IGKV2-29",6.96068604521662e-05,1.39213720904332e-05,9.74496046330326e-05,0.2,1.4
10,5,11,"IGHV3-15","IGKV1-NL1",7.99788855742084e-05,3.99894427871042e-05,8.79767741316293e-05,0.5,1.1
48,8,8,"IGHV3-15","IGKV3-15",0.000202951249418629,3.38252082364382e-05,3.38252082364382e-05,0.166666666666667,0.166666666666667
52,6,10,"IGHV3-72","IGLV1-47",0.000361955674351264,4.17641162712997e-05,6.96068604521662e-05,0.115384615384615,0.192307692307692
16,5,11,"IGHV3-13","IGLV2-11",0.000127966216918733,3.99894427871042e-05,8.79767741316293e-05,0.3125,0.6875
4,7,9,"IGHV3-73","IGLV1-36",1.69126041182191e-05,2.95970572068834e-05,3.8053359265993e-05,1.75,2.25
138,8,7,"IGHV1-18","IGKV2-30",0.000960574674239893,5.56854883617329e-05,4.87248023165163e-05,0.0579710144927536,0.0507246376811594
115,6,9,"IGHV3-21","IGLV1-47",0.000919757184103397,4.7987331344525e-05,7.19809970167876e-05,0.0521739130434783,0.0782608695652174
189,8,7,"IGHV1-3","IGKV1-5",0.000799120544585853,3.38252082364382e-05,2.95970572068834e-05,0.0423280423280423,0.037037037037037
123,12,3,"IGHV1-3","IGKV3-11",0.000856164383561644,8.35282325425994e-05,2.08820581356498e-05,0.0975609756097561,0.024390243902439
