339 P2_cm 14
339 P2_wt 29
339 P3_cm 19
339 P3_wt 70
340 P2_cm 36
340 P2_wt 14
340 P3_cm 45
340 P3_wt 37
341 P2_cm 13
341 P2_wt 5
341 P3_cm 79
341 P3_wt 35
342 P2_cm 11
342 P2_wt 20
342 P3_cm 21
342 P3_wt 80
343 P2_wt 15
343 P3_wt 116
344 P2_cm 7
344 P2_wt 2
344 P3_cm 48
344 P3_wt 74
345 P2_cm 20
345 P2_wt 7
345 P3_cm 55
345 P3_wt 49
346 P2_cm 3
346 P2_wt 30
346 P3_wt 98
347 P2_cm 5
347 P2_wt 20
347 P3_cm 8
347 P3_wt 97
348 P2_cm 14
348 P2_wt 17
348 P3_cm 24
348 P3_wt 75
349 P2_cm 9
349 P2_wt 14
349 P3_cm 18
349 P3_wt 89
350 P2_cm 7
350 P3_cm 36
350 P3_wt 86
350 P2_wt 1
351 P2_cm 29
351 P2_wt 20
351 P3_cm 44
351 P3_wt 37
352 P0_Ab 1
352 P2_cm 27
352 P2_wt 6
352 P3_cm 86
