8591 2 P3_cm
7154 2 P3_wt
2828 7 P3_cm
1273 7 P3_wt
579 2 P2_cm
457 46 P3_wt
399 51 P3_wt
324 44 P3_cm
317 50 P3_cm
309 40 P3_wt
291 2 P2_wt
291 115 P3_cm
288 90 P3_cm
284 40 P3_cm
277 62 P3_wt
269 38 P3_wt
248 114 P3_wt
233 38 P3_cm
232 44 P3_wt
220 97 P3_wt
215 75 P3_cm
214 50 P3_wt
212 113 P3_cm
203 84 P3_wt
199 7 P2_cm
195 101 P3_cm
192 7 P2_wt
189 95 P3_wt
178 99 P3_cm
175 170 P3_wt
170 142 P3_cm
169 148 P3_wt
165 178 P3_cm
164 174 P3_wt
163 75 P3_wt
158 240 P3_wt
154 100 P3_cm
151 96 P3_wt
148 175 P3_cm
145 149 P3_cm
136 169 P3_cm
134 207 P3_wt
133 249 P3_wt
132 62 P3_cm
131 100 P3_wt
125 157 P3_cm
124 186 P3_wt
116 96 P3_cm
114 84 P3_cm
112 46 P3_cm
110 159 P3_wt
109 51 P3_cm
108 154 P3_wt
107 99 P3_wt
107 159 P3_cm
105 202 P3_wt
97 38 P2_cm
96 468 P3_cm
96 319 P3_cm
93 483 P3_wt
92 154 P3_cm
90 157 P3_wt
89 573 P3_cm
87 443 P3_wt
87 179 P3_cm
86 350 P3_wt
85 559 P3_wt
85 355 P3_cm
85 269 P3_wt
82 458 P2_wt
82 242 P3_wt
81 662 P3_cm
80 328 P3_cm
80 273 P3_wt
79 364 P3_wt
78 95 P3_cm
76 494 P3_cm
76 38 P2_wt
76 370 P3_cm
76 369 P3_cm
75 358 P3_cm
75 291 P3_cm
75 287 P3_cm
74 321 P3_cm
73 439 P3_wt
72 546 P3_wt
69 301 P3_cm
68 665 P3_wt
68 291 P3_wt
65 337 P3_wt
65 149 P3_wt
63 754 P3_wt
63 332 P3_cm
62 553 P3_cm
62 335 P3_wt
61 542 P3_wt
58 640 P3_wt
58 335 P3_cm
58 332 P3_wt
58 142 P3_wt
57 745 P3_wt
57 708 P3_wt
57 475 P2_cm
57 202 P3_cm
56 849 P3_wt
56 357 P3_cm
55 678 P3_wt
54 896 P2_wt
53 97 P3_cm
53 301 P3_wt
52 930 P3_cm
52 786 P3_wt
52 654 P3_cm
52 101 P3_wt
51 328 P3_wt
51 242 P3_cm
50 807 P3_wt
50 533 P3_cm
50 436 P3_wt
50 148 P3_cm
49 705 P3_cm
49 641 P3_cm
48 287 P3_wt
48 273 P3_cm
48 179 P2_wt
47 844 P3_wt
47 636 P3_cm
47 169 P3_wt
47 1197 P3_wt
47 1027 P3_wt
46 40 P2_cm
45 672 P3_wt
45 424 P3_cm
45 175 P2_cm
45 1382 P2_wt
44 370 P3_wt
44 1298 P3_wt
44 101 P2_cm
43 756 P3_wt
43 726 P3_cm
43 437 P3_wt
43 437 P3_cm
43 417 P3_wt
43 357 P3_wt
43 170 P3_cm
42 655 P3_cm
42 587 P3_cm
42 496 P3_cm
42 1172 P3_wt
41 737 P3_cm
41 551 P3_wt
41 369 P3_wt
41 1620 P3_cm
40 793 P3_cm
40 645 P3_wt
40 587 P3_wt
40 113 P3_wt
39 90 P3_wt
39 574 P3_wt
39 474 P3_wt
39 321 P3_wt
39 1305 P3_wt
38 424 P3_wt
38 179 P3_wt
38 179 P2_cm
38 1178 P3_wt
37 973 P3_cm
37 931 P3_wt
36 841 P3_wt
36 834 P3_wt
36 831 P3_wt
36 580 P3_cm
36 350 P3_cm
36 1868 P3_cm
36 1052 P3_wt
36 1001 P3_cm
35 97 P2_wt
35 95 P2_cm
35 655 P3_wt
35 636 P2_cm
35 436 P3_cm
35 1942 P3_cm
35 186 P2_cm
34 818 P3_wt
34 650 P3_cm
34 637 P3_wt
34 542 P3_cm
34 474 P3_cm
34 207 P3_cm
34 1086 P3_wt
33 927 P2_cm
33 710 P3_wt
33 44 P2_cm
33 1019 P3_cm
32 998 P3_cm
32 957 P3_wt
32 681 P3_wt
32 1083 P3_cm
32 1057 P2_wt
32 1016 P3_cm
31 999 P3_cm
31 96 P2_cm
31 912 P3_wt
31 551 P3_cm
31 51 P2_wt
31 1570 P3_wt
31 1471 P3_cm
31 1431 P3_wt
31 114 P2_wt
31 1043 P3_cm
30 818 P2_wt
30 574 P3_cm
30 496 P2_cm
30 475 P3_cm
30 1182 P3_cm
30 1029 P2_cm
29 62 P2_wt
29 50 P2_cm
29 417 P2_wt
29 1929 P3_wt
29 1583 P3_wt
29 1540 P3_wt
29 1128 P3_wt
29 1124 P3_wt
28 834 P3_cm
28 681 P3_cm
28 631 P3_wt
28 631 P3_cm
28 358 P3_wt
28 2047 P2_wt
28 1491 P3_wt
28 1210 P3_wt
28 1166 P3_cm
28 1146 P3_wt
28 1068 P3_wt
28 1017 P3_wt
27 99 P2_cm
27 773 P3_cm
27 672 P3_cm
27 62 P2_cm
27 337 P2_wt
27 2232 P3_wt
27 2171 P2_wt
27 1729 P2_cm
27 1085 P3_wt
26 999 P3_wt
26 96 P2_wt
26 765 P3_cm
26 756 P3_cm
26 663 P3_wt
26 355 P3_wt
26 337 P3_cm
26 2894 P3_cm
26 269 P2_cm
26 2686 P2_wt
26 2437 P3_wt
26 1953 P2_cm
26 1387 P3_cm
26 1271 P3_cm
26 1265 P3_cm
25 95 P2_wt
25 894 P3_wt
25 726 P3_wt
25 637 P3_cm
25 533 P3_wt
25 458 P3_wt
25 417 P3_cm
25 319 P2_cm
25 2898 P2_wt
25 2050 P3_cm
25 186 P3_cm
25 1692 P3_cm
25 1465 P3_wt
25 1426 P3_cm
25 1355 P3_wt
25 1348 P2_wt
25 1223 P3_cm
25 1068 P3_cm
24 765 P3_wt
